datetime,delMontague_lag1_regression_disagg,delMontague_lag2_regression_disagg,delTrenton_lag1_regression_disagg,delTrenton_lag2_regression_disagg,delTrenton_lag3_regression_disagg,delTrenton_lag4_regression_disagg
2010-03-18,5679.947823087536,5101.445119533347,19707.277780875775,17567.2627549808,15755.825699078869,15041.612533912474
2010-03-19,5311.221001957601,4804.808049439716,16747.990692548214,14997.508306888474,13453.217049489793,12826.310823654963
2010-03-20,5006.202445367864,4477.718567995584,14728.675400813838,13317.968069270017,11974.007677849762,11331.939330346384
2010-03-21,4618.106853980147,4080.0738113843418,13006.049256275437,11770.199588174857,10541.36161432817,9902.274821790183
2010-03-22,4300.91182443141,3839.7404366648334,11586.432476190115,10523.9353811515,9443.572962109236,8899.546305325091
2010-03-23,4264.850584381549,2525.497611140456,9039.443370639012,7977.565916426089,7892.111323110854,6124.199102435214
2010-03-24,3122.645725447048,3375.5212808071083,8170.85423006332,9168.104990054399,6647.4071609464445,6870.40701629033
2010-03-25,4401.9071853503465,4632.621294627052,12996.319094078155,11692.494540123927,10901.117656803312,11071.660559449065
2010-03-26,5557.869869775928,4731.36166914222,12574.386208929634,12835.995466710036,12177.85065343743,11291.85564263334
2010-03-27,5241.100288924411,4770.884917071133,12835.68544732211,12737.567282340347,11137.568971362776,10597.8900699892
2010-03-28,5074.3065426706935,4577.308231779554,12213.110256138914,10953.178009644656,9879.970044022753,9313.26944807867
2010-03-29,4896.979300035168,4309.043199206026,11803.450599169737,11005.811548904336,10164.20487901328,9532.824430889836
2010-03-30,5423.165178966945,4791.299317449279,12763.151672646964,12964.748250819834,11919.435255530916,11232.207303712225
2010-03-31,6035.537450764901,4960.174489552062,14121.373461172429,14452.532760583974,13444.477658499189,12303.76327806341
2010-04-01,6241.271940129247,6869.156875455861,16067.644273984622,16325.512862563735,14245.159943722852,14803.371285223217
2010-04-02,8985.594596380579,8098.779452492329,18312.786461662614,19474.739562373572,17667.824769920342,16677.64066583384
2010-04-03,7885.521067605292,6848.862058739376,19670.423280318875,17728.038167982893,15672.502202800562,14524.222001195398
2010-04-04,6418.261875158452,5691.039018851799,16439.507367156304,13910.476051365946,12168.403573794134,11344.86835158214
