,pepacton,cannonsville,neversink,Total,PercentageTotal
6/12/2001,129571,92497,33770,255838,94.47488922
6/13/2001,129377,92344,33620,255341,94.29135894
6/14/2001,128989,91994,33441,254424,93.95273264
6/15/2001,128937,91690,33278,253905,93.76107829
6/16/2001,128655,90838,33057,252550,93.26070901
6/17/2001,129042,90747,33616,253405,93.57644018
6/18/2001,129465,90731,34243,254439,93.95827179
6/19/2001,129678,90473,34135,254286,93.90177253
6/20/2001,129837,90047,33920,253804,93.72378139
6/21/2001,129943,89804,33649,253396,93.57311669
6/22/2001,129961,89773,33283,253017,93.433161
6/23/2001,130191,89819,32995,253005,93.42872969
6/24/2001,130457,90032,32919,253408,93.57754801
6/25/2001,130741,90108,32838,253687,93.68057607
6/26/2001,130830,90047,32747,253624,93.65731167
6/27/2001,130972,89986,32643,253601,93.64881832
6/28/2001,131167,89834,32510,253511,93.61558346
6/29/2001,130777,89575,32307,252659,93.30096012
6/30/2001,130422,89302,32137,251861,93.0062777
7/1/2001,129908,89165,32023,251096,92.72378139
7/2/2001,129678,88967,32014,250659,92.56240768
7/3/2001,129306,88967,31761,250034,92.33161004
7/4/2001,129025,88906,31672,249603,92.17245199
7/5/2001,128708,88906,31583,249197,92.02252585
7/6/2001,128233,88921,31443,248597,91.80096012
7/7/2001,127723,88663,31243,247629,91.44350074
7/8/2001,127320,88602,31090,247012,91.21565731
7/9/2001,127128,88541,30975,246644,91.07976366
7/10/2001,126726,88480,30822,246028,90.85228951
7/11/2001,126132,88374,30644,245150,90.52806499
7/12/2001,125783,88343,30451,244577,90.31646972
7/13/2001,125314,88013,30273,243600,89.95568685
7/14/2001,124846,87522,30164,242532,89.56129985
7/15/2001,124447,87074,29964,241485,89.17466765
7/16/2001,124031,86756,29865,240652,88.86706056
7/17/2001,123756,86352,29760,239868,88.57754801
7/18/2001,123187,86063,29607,238857,88.20420975
7/19/2001,122756,85571,29446,237773,87.80391433
7/20/2001,122429,85094,29477,237000,87.51846381
7/21/2001,121660,84212,29473,235345,86.90731167
7/22/2001,121248,83432,29297,233977,86.4021418
7/23/2001,120855,82825,29133,232813,85.97230428
7/24/2001,120582,82232,29030,231844,85.61447563
7/25/2001,119818,81625,28870,230313,85.04911374
7/26/2001,119699,80975,28778,229452,84.73116691
7/27/2001,119240,80253,28592,228085,84.22636632
7/28/2001,118951,79465,28403,226819,83.75886263
7/29/2001,118411,78678,28224,225313,83.20273264
7/30/2001,117922,78056,28014,223992,82.71491876
7/31/2001,117484,77324,27892,222700,82.23781388
8/1/2001,116930,76661,27792,221383,81.7514771
8/2/2001,116562,76053,27507,220122,81.28581979
8/3/2001,116026,75348,27215,218589,80.71971935
8/4/2001,115542,74602,26914,217058,80.15435746
8/5/2001,115194,73887,26672,215753,79.67245199
8/6/2001,114678,73185,26452,214315,79.14143279
8/7/2001,114296,72510,26232,213038,78.66986706
8/8/2001,113700,71914,26051,211665,78.16285081
8/9/2001,113173,71331,25813,210317,77.66506647
8/10/2001,112563,70563,25542,208668,77.05612999
8/11/2001,112168,69781,25366,207315,76.55649926
8/12/2001,111889,69000,25201,206090,76.10413589
8/13/2001,111480,68364,25138,204982,75.69497784
8/14/2001,110925,67675,24998,203598,75.18389956
8/15/2001,110469,66948,24924,202341,74.71971935
8/16/2001,109786,66248,24838,200872,74.17725258
8/17/2001,109380,65650,24699,199729,73.75516987
8/18/2001,108943,64899,24556,198398,73.26366322
8/19/2001,108476,64198,24430,197104,72.78581979
8/20/2001,108040,63536,24360,195936,72.35450517
8/21/2001,107573,62734,24218,194525,71.83345643
8/22/2001,107124,62033,24063,193220,71.35155096
8/23/2001,106724,61320,23914,191958,70.88552437
8/24/2001,106340,60488,23797,190625,70.39327917
8/25/2001,105844,59560,23637,189041,69.80834564
8/26/2001,105241,58668,23561,187470,69.2282127
8/27/2001,104779,57801,23437,186017,68.69165436
8/28/2001,104272,56983,23302,184557,68.15251108
8/29/2001,103846,55994,23302,183142,67.62998523
8/30/2001,103137,55018,23171,181326,66.95937962
8/31/2001,102775,54031,22976,179782,66.38921713
9/1/2001,102492,53214,22783,178489,65.91174298
9/2/2001,101789,52409,22615,176813,65.29283604
9/3/2001,101538,51592,22466,175596,64.84342688
9/4/2001,101164,50986,22431,174581,64.46861152
9/5/2001,100652,50297,22271,173220,63.96602659
9/6/2001,100249,49445,22105,171799,63.44128508
9/7/2001,99939,48726,21919,170584,62.99261448
9/8/2001,99336,47703,21692,168731,62.30834564
9/9/2001,98813,46858,21484,167155,61.72636632
9/10/2001,98245,46112,21253,165610,61.15583456
9/11/2001,97801,45456,21070,164327,60.68205318
9/12/2001,97328,44800,20840,162968,60.18020679
9/13/2001,96810,44122,20600,161532,59.64992614
9/14/2001,96385,43622,20428,160435,59.24483013
9/15/2001,96159,42815,20399,159373,58.85265879
9/16/2001,95690,41953,20187,157830,58.28286558
9/17/2001,95040,41312,19942,156294,57.71565731
9/18/2001,94531,40430,19719,154680,57.11964549
9/19/2001,94051,39484,19482,153017,56.50553914
9/20/2001,93662,38402,19231,151295,55.86964549
9/21/2001,93258,37549,19122,149929,55.36521418
9/22/2001,92813,37004,19007,148824,54.95716396
9/23/2001,92264,36360,18832,147456,54.45199409
9/24/2001,91806,36092,18643,146541,54.11410635
9/25/2001,91482,36003,18611,146096,53.94977843
9/26/2001,91423,35786,18811,146020,53.92171344
9/27/2001,91100,35518,18672,145290,53.6521418
9/28/2001,90569,35172,18547,144288,53.28212703
9/29/2001,90059,34686,18533,143278,52.90915805
9/30/2001,89855,34052,18551,142458,52.60635155
10/1/2001,89199,33368,18544,141111,52.10893648
10/2/2001,88893,32648,18562,140103,51.73670606
10/3/2001,88533,32027,18572,139132,51.37813885
10/4/2001,87969,31267,18398,137634,50.82496307
10/5/2001,87524,30386,18261,136171,50.28471196
10/6/2001,87095,29385,18070,134550,49.68611521
10/7/2001,86480,28671,17830,132981,49.10672083
10/8/2001,86208,27945,17574,131727,48.64364845
10/9/2001,85512,27162,17342,130016,48.01181684
10/10/2001,85101,26345,17096,128542,47.46750369
10/11/2001,84594,25545,16864,127003,46.89918759
10/12/2001,84145,24694,16641,125480,46.33677991
10/13/2001,83597,23823,16407,123827,45.72636632
10/14/2001,83401,23072,16404,122877,45.37555391
10/15/2001,82997,22322,16420,121739,44.95531758
10/16/2001,82663,21649,16424,120736,44.58493353
10/17/2001,82037,20891,16447,119375,44.0823486
10/18/2001,81636,20168,16420,118224,43.65731167
10/19/2001,81374,19465,16146,116985,43.19977843
10/20/2001,80906,18761,15867,115534,42.66395864
10/21/2001,80465,17966,15857,114288,42.20384047
10/22/2001,80028,17172,15854,113054,41.74815362
10/23/2001,79469,16255,15551,111275,41.09121123
10/24/2001,79128,15451,15241,109820,40.55391433
10/25/2001,78789,14518,14923,108230,39.96676514
10/26/2001,78235,13708,14589,106532,39.33973412
10/27/2001,77789,13011,14262,105062,38.79689808
10/28/2001,77212,12257,13936,103405,38.18500739
10/29/2001,76662,11475,13607,101744,37.57163959
10/30/2001,75984,10726,13559,100269,37.02695716
10/31/2001,75241,10269,13358,98868,36.50960118
11/1/2001,74675,9787,13147,97609,36.04468242
11/2/2001,73901,9299,12960,96160,35.50960118
11/3/2001,73445,8816,12775,95036,35.09453471
11/4/2001,72626,8374,12568,93568,34.55243722
11/5/2001,72033,7950,12560,92543,34.1739291
11/6/2001,71211,7567,12551,91329,33.72562777
11/7/2001,70485,7288,12537,90310,33.3493353
11/8/2001,69801,7075,12522,89398,33.01255539
11/9/2001,68920,6765,12520,88205,32.57200886
11/10/2001,67933,6521,12511,86965,32.11410635
11/11/2001,67188,6330,12482,86000,31.7577548
11/12/2001,66252,6129,12511,84892,31.34859675
11/13/2001,65507,5952,12508,83967,31.00701625
11/14/2001,64583,5816,12479,82878,30.60487445
11/15/2001,63629,5571,12488,81688,30.16543575
11/16/2001,62827,5379,12488,80694,29.79837518
11/17/2001,62066,5100,12453,79619,29.40140325
11/18/2001,61156,4881,12320,78357,28.93537666
11/19/2001,60346,4666,12187,77199,28.5077548
11/20/2001,59565,4425,12057,76047,28.0823486
11/21/2001,58709,4180,11913,74802,27.6225997
11/22/2001,57926,3946,11806,73678,27.20753323
11/23/2001,56978,3699,11656,72333,26.71085672
11/24/2001,56082,3446,11515,71043,26.2344904
11/25/2001,55337,3284,11394,70015,25.85487445
11/26/2001,54686,3245,11336,69267,25.57865583
11/27/2001,53859,3294,11276,68429,25.26920236
11/28/2001,53325,3355,11172,67852,25.05612999
11/29/2001,52729,3414,11104,67247,24.83271787
11/30/2001,51915,3472,11019,66406,24.52215657
12/1/2001,51280,3547,11183,66010,24.37592319
12/2/2001,51215,3699,11360,66274,24.47341211
12/3/2001,50726,3835,11479,66040,24.38700148
12/4/2001,50412,3952,11548,65912,24.33973412
12/5/2001,50292,4060,11631,65983,24.36595273
12/6/2001,49979,4144,11704,65827,24.30834564
12/7/2001,49537,4196,11762,65495,24.18574594
12/8/2001,49096,4238,11798,65132,24.05169867
12/9/2001,48679,4335,11837,64851,23.94793205
12/10/2001,48124,4410,11888,64422,23.78951256
12/11/2001,47711,4482,11921,64114,23.67577548
12/12/2001,47351,4538,11963,63852,23.57902511
12/13/2001,47002,4614,12031,63647,23.50332349
12/14/2001,46676,4693,12090,63459,23.43389956
12/15/2001,46310,4806,12232,63348,23.3929099
12/16/2001,46436,4912,12263,63611,23.49002954
12/17/2001,46467,5062,12275,63804,23.56129985
12/18/2001,46540,5315,12352,64207,23.71011817
12/19/2001,47034,5760,12537,65331,24.12518464
12/20/2001,47150,6186,12614,65950,24.35376662
12/21/2001,47340,6574,12696,66610,24.59748892
12/22/2001,47584,6870,12701,67155,24.79874446
12/23/2001,47837,7153,12701,67691,24.99667651
12/24/2001,48071,7431,12722,68224,25.19350074
12/25/2001,48317,7715,12730,68762,25.39217134
12/26/2001,48295,7985,12758,69038,25.49409158
12/27/2001,48231,8202,12752,69185,25.54837518
12/28/2001,48242,8350,12687,69279,25.58308715
12/29/2001,48103,8552,12722,69377,25.61927622
12/30/2001,48359,8765,12611,69735,25.7514771
12/31/2001,48433,8913,12557,69903,25.81351551
1/1/2002,48285,9030,12470,69785,25.76994092
1/2/2002,48156,9136,12363,69655,25.72193501
1/3/2002,48145,9294,12277,69716,25.74446086
1/4/2002,47848,9421,12235,69504,25.6661743
1/5/2002,47701,9578,12110,69389,25.62370753
1/6/2002,47520,9705,12116,69341,25.60598227
1/7/2002,47182,9827,12071,69080,25.50960118
1/8/2002,47034,9969,12082,69085,25.51144756
1/9/2002,46876,10081,12051,69008,25.48301329
1/10/2002,46939,10249,11955,69143,25.53286558
1/11/2002,46729,10401,11941,69071,25.5062777
1/12/2002,46373,10533,11896,68802,25.40694239
1/13/2002,46487,10701,11952,69140,25.53175775
1/14/2002,46708,10767,11988,69463,25.65103397
1/15/2002,46404,10916,12026,69346,25.60782866
1/16/2002,46352,11020,12076,69448,25.64549483
1/17/2002,46215,11170,12113,69498,25.66395864
1/18/2002,46173,11291,12153,69617,25.70790251
1/19/2002,45849,11383,12195,69427,25.63774003
1/20/2002,46037,11475,12135,69647,25.7189808
1/21/2002,46089,11584,12085,69758,25.75997046
1/22/2002,45828,11694,12031,69553,25.68426883
1/23/2002,45787,11831,11972,69590,25.69793205
1/24/2002,45579,11952,11930,69461,25.65029542
1/25/2002,45745,12223,11916,69884,25.80649926
1/26/2002,45870,12776,11874,70520,26.04135894
1/27/2002,46142,13282,11840,71264,26.31610044
1/28/2002,46634,13725,11815,72174,26.6521418
1/29/2002,46624,14241,11773,72638,26.82348597
1/30/2002,47150,14910,11804,73864,27.27621861
1/31/2002,48178,16384,11966,76528,28.25997046
2/1/2002,49074,17579,11958,78611,29.02917282
2/2/2002,50313,19240,12150,81703,30.17097489
2/3/2002,51565,20906,12260,84731,31.28914328
2/4/2002,52674,22136,12323,87133,32.17614476
2/5/2002,53104,22948,12323,88375,32.63478582
2/6/2002,53469,23738,12272,89479,33.04246677
2/7/2002,53771,24279,12145,90195,33.30686854
2/8/2002,54004,25009,12085,91098,33.64032496
2/9/2002,54193,25741,11994,91928,33.94682422
2/10/2002,54271,26285,11907,92463,34.144387
2/11/2002,54989,27009,11949,93947,34.69239291
2/12/2002,55968,28566,12051,96585,35.66654357
2/13/2002,56648,29533,12031,98212,36.26735598
2/14/2002,56955,30340,11963,99258,36.65361891
2/15/2002,57344,30942,11935,100221,37.00923191
2/16/2002,57446,31434,11983,100863,37.24630724
2/17/2002,57767,31971,12015,101753,37.57496307
2/18/2002,57881,32398,12009,102288,37.77252585
2/19/2002,58052,32759,11998,102809,37.96491876
2/20/2002,58190,32935,12023,103148,38.0901034
2/21/2002,58294,33111,12037,103442,38.19867061
2/22/2002,58364,33408,12170,103942,38.38330871
2/23/2002,58490,33556,12277,104323,38.52400295
2/24/2002,58548,33794,12380,104722,38.67134417
2/25/2002,58720,33973,12467,105160,38.83308715
2/26/2002,58743,34220,12554,105517,38.96491876
2/27/2002,59009,34399,12640,106048,39.16100443
2/28/2002,59066,34656,12707,106429,39.30169867
3/1/2002,58997,34706,12798,106501,39.32828656
3/2/2002,58962,34775,12866,106603,39.36595273
3/3/2002,59112,35013,12883,107008,39.5155096
3/4/2002,59577,35191,13034,107802,39.80871492
3/5/2002,59891,35301,13084,108276,39.98375185
3/6/2002,60147,35380,13096,108623,40.11189069
3/7/2002,60439,35499,13114,109052,40.27031019
3/8/2002,60991,35409,13117,109517,40.44202363
3/9/2002,61179,35469,13135,109783,40.54025111
3/10/2002,61652,35607,13158,110417,40.77437223
3/11/2002,62172,35677,13349,111198,41.06277696
3/12/2002,62480,35766,13436,111682,41.24150665
3/13/2002,62851,35855,13475,112181,41.42577548
3/14/2002,63174,35914,13421,112509,41.54689808
3/15/2002,63593,36033,13559,113185,41.7965288
3/16/2002,64087,36122,13598,113807,42.02621861
3/17/2002,64438,36152,13680,114270,42.1971935
3/18/2002,64958,36231,13783,114972,42.45642541
3/19/2002,64982,36291,13828,115101,42.50406204
3/20/2002,65311,36370,13850,115531,42.66285081
3/21/2002,65408,36459,13899,115766,42.74963072
3/22/2002,65910,36608,13984,116502,43.02141802
3/23/2002,66118,36707,13988,116813,43.13626292
3/24/2002,66571,36816,14003,117390,43.3493353
3/25/2002,66941,36855,14006,117802,43.5014771
3/26/2002,67101,37014,14012,118127,43.62149188
3/27/2002,68071,38391,14299,120761,44.59416544
3/28/2002,69399,41060,14734,125193,46.23079764
3/29/2002,70575,42668,14968,128211,47.34527326
3/30/2002,71365,44033,15238,130636,48.24076809
3/31/2002,72445,45212,15690,133347,49.24187592
4/1/2002,73419,46424,16070,135913,50.1894387
4/2/2002,73993,47491,16401,137885,50.9176514
4/3/2002,74491,48348,16661,139500,51.5140325
4/4/2002,74925,49107,16927,140959,52.0528065
4/5/2002,75453,49784,17137,142374,52.57533235
4/6/2002,75666,50274,17302,143242,52.89586411
4/7/2002,76263,50799,17491,144553,53.37998523
4/8/2002,76770,51149,17646,145565,53.75369276
4/9/2002,76890,51534,17795,146219,53.99519941
4/10/2002,77078,51896,17942,146916,54.25258493
4/11/2002,77320,52257,18063,147640,54.51994092
4/12/2002,77360,52584,18186,148130,54.70088626
4/13/2002,77561,52840,18317,148718,54.91802068
4/14/2002,77977,53284,18501,149762,55.30354505
4/15/2002,78735,53774,18803,151312,55.87592319
4/16/2002,79496,54626,19224,153346,56.62703102
4/17/2002,80110,55433,19405,154948,57.21861152
4/18/2002,80657,56068,19558,156283,57.71159527
4/19/2002,81071,56678,19639,157388,58.11964549
4/20/2002,81512,57118,19836,158466,58.51772526
4/21/2002,82065,57496,19961,159522,58.90768095
4/22/2002,82343,57765,20109,160217,59.16432792
4/23/2002,82385,57911,20198,160494,59.26661743
4/24/2002,82677,58107,20164,160948,59.43426883
4/25/2002,82761,58253,20127,161141,59.50553914
4/26/2002,83192,58546,20098,161836,59.76218612
4/27/2002,83583,58790,20231,162604,60.04579025
4/28/2002,83710,58986,20379,163075,60.21971935
4/29/2002,84355,59645,20859,164859,60.87850812
4/30/2002,85017,60659,21196,166872,61.62186115
5/1/2002,86251,61791,21363,169405,62.55723781
5/2/2002,87266,63014,21477,171757,63.42577548
5/3/2002,88345,63994,21908,174247,64.34527326
5/4/2002,89199,64682,22221,176102,65.03028065
5/5/2002,89942,65306,22455,177703,65.62149188
5/6/2002,90687,65675,22678,179040,66.11521418
5/7/2002,91144,66134,22859,180137,66.52031019
5/8/2002,91629,66490,23044,181163,66.89918759
5/9/2002,92219,66796,23211,182226,67.29172821
5/10/2002,92397,67037,23302,182736,67.48005908
5/11/2002,92679,67292,23326,183297,67.68722304
5/12/2002,92784,67397,23358,183539,67.77658789
5/13/2002,93527,67834,23441,184802,68.24298375
5/14/2002,94516,69000,23983,187499,69.23892171
5/15/2002,95886,70709,24397,190992,70.52880355
5/16/2002,97176,71953,24645,193774,71.55612999
5/17/2002,98030,72960,24912,195902,72.34194978
5/18/2002,99075,73967,25142,198184,73.18463811
5/19/2002,100497,75749,25542,201788,74.5155096
5/20/2002,101633,77075,25800,204508,75.51994092
5/21/2002,102601,78166,26009,206776,76.35745938
5/22/2002,103326,79037,26202,208565,77.01809453
5/23/2002,104161,79783,26372,210316,77.66469719
5/24/2002,104923,80322,26515,211760,78.19793205
5/25/2002,105494,80778,26693,212965,78.6429099
5/26/2002,106036,81148,26846,214030,79.03618907
5/27/2002,106436,81409,26970,214815,79.3260709
5/28/2002,107525,81813,27094,216432,79.92319055
5/29/2002,108201,82651,27227,218079,80.53138848
5/30/2002,108765,82955,27356,219076,80.89955687
5/31/2002,109218,83244,27520,219982,81.23412112
6/1/2002,110241,83909,27862,222012,81.98375185
6/2/2002,110843,84328,28040,223211,82.42651403
6/3/2002,111154,84444,28127,223725,82.61632201
6/4/2002,111694,84458,28233,224385,82.86004431
6/5/2002,112152,84545,28373,225070,83.11299852
6/6/2002,112695,84632,28557,225884,83.41358936
6/7/2002,114031,86063,28977,229071,84.59047267
6/8/2002,115559,86178,29351,231088,85.33530281
6/9/2002,116595,86626,29571,232792,85.96454948
6/10/2002,117467,86915,29756,234138,86.46159527
6/11/2002,117905,87334,29919,235158,86.83825702
6/12/2002,118613,87320,30064,235997,87.14807976
6/13/2002,119291,87378,30128,236797,87.44350074
6/14/2002,119580,87421,30241,237242,87.60782866
6/15/2002,120021,87666,30369,238056,87.9084195
6/16/2002,120718,88086,30570,239374,88.39512555
6/17/2002,121282,88724,30799,240805,88.92355982
6/18/2002,121780,89241,30928,241949,89.34601182
6/19/2002,122104,89408,31039,242551,89.5683161
6/20/2002,122498,89393,31053,242944,89.71344165
6/21/2002,122705,89210,31122,243037,89.74778434
6/22/2002,122722,89043,31202,242967,89.72193501
6/23/2002,123067,88769,31202,243038,89.74815362
6/24/2002,123549,88769,31266,243584,89.94977843
6/25/2002,123462,88480,31211,243153,89.79062038
6/26/2002,123411,88115,31127,242653,89.60598227
6/27/2002,123445,87826,31039,242310,89.47932053
6/28/2002,123497,87508,30928,241933,89.3401034
6/29/2002,123566,87435,30813,241814,89.29615953
6/30/2002,123756,87204,30758,241718,89.26070901
7/1/2002,123635,86915,30630,241180,89.0620384
7/2/2002,123497,86568,30451,240516,88.816839
7/3/2002,123170,86091,30350,239611,88.48264402
7/4/2002,122722,85600,30200,238522,88.08050222
7/5/2002,122429,85253,30068,237750,87.79542097
7/6/2002,121985,84704,29946,236635,87.38367799
7/7/2002,121660,84299,29814,235773,87.06536189
7/8/2002,121265,83836,29638,234739,86.68353028
