Reservoir Inflows and Outflows
"Scenario: GridMet, Reservoir: Beltzville Reservoir"
Cubic Meter
"Sources and Destinations","Decrease in Storage for Beltzville Reservoir","Increase in Storage for Beltzville Reservoir","Inflow from Upstream","Net Evaporation","Outflow to Downstream"
1/8/2008,41184.7, ,118908,-7168.86,-152924
1/9/2008, ,-116353,260231,-9415.81,-134462
1/10/2008, ,-62510,224941,8383.45,-170815
1/11/2008, ,-861258,1059737,2881.53,-201360
1/12/2008, ,-379943,828796,66117.1,-514970
1/13/2008, ,-453551,1129762,28280.2,-704491
1/14/2008, ,-391816,1360600,37313.9,-1006100
1/15/2008, ,-376686,1445238,37834.5,-1106390
1/16/2008, ,-311794,1587601,36059.2,-1311870
1/17/2008,531088, ,896396,36995.7,-1464480
1/18/2008,612334, ,703709,-6297.87,-1309740
1/19/2008,565113, ,502369,-4913.54,-1062570
1/20/2008,336532, ,370084,-5791.02,-700825
1/21/2008,251047, ,279010,-4669.38,-525387
1/22/2008,172149, ,215222,-3550.6,-383821
1/23/2008,121656, ,170776,-4326.89,-288105
1/24/2008,86575.7, ,139762,-4668.42,-221669
1/25/2008,58769.6, ,121198,-4713.97,-175254
1/26/2008,39202.3, ,109114,-4404.52,-143912
1/27/2008,27489.8, ,100549,-4680.26,-123358
1/28/2008,20656.5, ,94964.9,-5334.46,-110287
1/29/2008, ,-119072,225544,-4929.31,-101543
1/30/2008, ,-291096,403830,27618.8,-140353
1/31/2008, ,-161585,347515,55515.9,-241446
2/1/2008, ,-638228,930163,33694.4,-325630
2/2/2008, ,-39193.5,530285,69411.2,-560503
2/3/2008, ,-372190,966064,8780.51,-602654
2/4/2008, ,-884748,1660636,32948.9,-808837
2/5/2008, ,-1770030,2762460,59898.6,-1052330
2/6/2008, ,-2788500,4518210,87347.7,-1817050
2/7/2008, ,-734700,3591210,132390,-2988900
2/8/2008,30839.3, ,3525420,67700.7,-3623960
2/9/2008,278589, ,3275430,74781.3,-3628800
2/10/2008,2000613, ,1429578,33828.7,-3464020
2/11/2008,1877158, ,872822,-6504.21,-2743480
2/12/2008,1283114, ,580896,-4732.96,-1859280
2/13/2008, ,-6141.81,970994,-3753.52,-961099
2/14/2008,175937, ,637734,-5433.22,-808237
2/15/2008, ,-274953,975821,29006.7,-729875
2/16/2008,151615, ,654150,55751.7,-861516
2/17/2008, ,-25498.9,761825,19575.6,-755902
2/18/2008, ,-2581720,3386990,-8003.01,-797265
2/19/2008, ,-721249,2204140,137992,-1620880
2/20/2008,849087, ,1208237,60327.7,-2117650
2/21/2008,1315762, ,957935,-7241.49,-2266460
2/22/2008,722782, ,739053,-5064.02,-1456770
2/23/2008,415913, ,558005,-5509.76,-968408
2/24/2008,319936, ,437908,-6179.68,-751664
2/25/2008,228881, ,355104,-5662.75,-578322
2/26/2008, ,-1068100,1524661,-6220.33,-450339
2/27/2008, ,-454056,1142570,84043.8,-772558
2/28/2008,383768, ,572204,51473.2,-1007440
3/1/2008,250942, ,835260,-6390.3,-1079810
3/2/2008, ,-285962,1142246,-6272.49,-850011
3/3/2008, ,-375028,1168030,56900.9,-849903
3/4/2008, ,-6767420,8083840,24933.3,-1341350
3/5/2008, ,0,12527270,349872,-12877100
3/6/2008, ,0,4477550,285368,-4762920
3/7/2008, ,0,4351580,-11915.2,-4339660
3/8/2008, ,0,5321530,70258.5,-5391790
3/9/2008,1432592, ,2040007,156201,-3628800
3/10/2008,2516632, ,1124267,-12099.5,-3628800
3/11/2008,2101030, ,738693,-11121.6,-2828600
3/12/2008,819447, ,492658,-11115.7,-1300990
3/13/2008,437888, ,359746,-12428.6,-785206
3/14/2008, ,-31808.5,573901,-11726.7,-530366
3/15/2008, ,-28906.5,486452,17889.6,-475435
3/16/2008,38892.7, ,424197,10276.7,-473366
3/17/2008,188607, ,305420,823.613,-494850
3/18/2008,109844, ,309449,-13937.2,-405356
3/19/2008, ,-1466580,1820669,-7736.57,-346355
3/20/2008, ,-599573,1290527,120892,-811846
3/21/2008,206153, ,904298,29764,-1140220
3/22/2008,566810, ,785087,-13398.5,-1338500
3/23/2008,363278, ,643916,-13889.6,-993304
3/24/2008,268609, ,522093,-12934.9,-777767
3/25/2008,229803, ,432845,-12282.4,-650365
3/26/2008,181689, ,363715,-12452.8,-532951
3/27/2008,133176, ,319829,-13454.1,-439551
3/28/2008,82783.5, ,298103,-8757.13,-372130
3/29/2008,91776.5, ,237200,-1761.26,-327216
3/30/2008,85641.1, ,207910,-8507.24,-285044
3/31/2008, ,-97902.1,356237,-10597,-247738
4/1/2008, ,-442506,693382,16240,-267116
4/2/2008,33282.7, ,331778,54115.7,-419176
4/3/2008,16647.4, ,463436,-19617.7,-460466
4/4/2008, ,-490231,985333,1097.13,-496199
4/5/2008, ,-160813,713224,41104.2,-593516
4/6/2008,142119, ,576020,2525.62,-720664
4/7/2008,300192, ,475847,-17847,-758192
4/8/2008,216494, ,389922,-18052,-588364
4/9/2008,192024, ,306044,-17471.7,-480596
4/10/2008,165261, ,246049,-20706.1,-390604
4/11/2008, ,-123264,459896,-22626.4,-314005
4/12/2008, ,-78712.4,393628,22414.2,-337330
4/13/2008,64165.4, ,308340,-5980.96,-366524
4/14/2008,163051, ,240804,-16566.5,-387288
4/15/2008,125120, ,208896,-19758.8,-314257
4/16/2008,84214, ,185761,-17294.8,-252680
4/17/2008,63970.9, ,166826,-18976.9,-211820
4/18/2008,58331.2, ,150669,-21838.8,-187161
4/19/2008,62055.7, ,131600,-25903.8,-167752
4/20/2008,62648.5, ,116408,-29357.8,-149698
4/21/2008,57788.2, ,105526,-30421.9,-132892
4/22/2008,48413.2, ,97799.1,-28367.9,-117844
4/23/2008,39717.3, ,92285.1,-25425,-106577
4/24/2008,37916, ,87251.9,-26631.3,-98536.6
4/25/2008,37962.7, ,83397.2,-28914.5,-92445.4
4/26/2008, ,-12860,127216,-26710.7,-87644.8
4/27/2008,20434.4, ,83355.5,-4501.68,-99288.2
4/28/2008, ,-950268,1074385,-26127.3,-97989.4
4/29/2008,11037.7, ,280126,137155,-428319
4/30/2008,143420, ,357742,-21873.5,-479289
5/1/2008,143645, ,446689,-19583.1,-570751
5/2/2008, ,-39792.4,413920,-12608.6,-361519
5/3/2008, ,-274304,703657,-23236.4,-406117
5/4/2008, ,-42464.4,549937,13949.4,-521422
5/5/2008,147449, ,428812,-20422.9,-555838
5/6/2008,311925, ,274270,-25393.4,-560802
5/7/2008,253175, ,190663,-26165.6,-417673
5/8/2008,156164, ,170079,-28328.5,-297915
5/9/2008, ,-687709,922965,-23585,-211671
5/10/2008, ,-121379,452960,96321.1,-427902
5/11/2008,172440, ,364667,-21772.7,-515335
5/12/2008,127342, ,475834,-22978.5,-580197
5/13/2008,94438.1, ,334943,1772.58,-431154
5/14/2008,131405, ,282489,-22079,-391815
5/15/2008,158516, ,233750,-27843.4,-364422
5/16/2008, ,-1197720,1511433,-29983.3,-283727
5/17/2008, ,-414705,970097,120499,-675891
5/18/2008, ,-46740.5,960963,-9129.2,-905093
5/19/2008,530906, ,621590,-4998.5,-1147500
5/20/2008, ,-39413.5,915775,-25478.2,-850883
5/21/2008,165886, ,640820,26069.5,-832776
5/22/2008,193823, ,551062,-18823,-726062
5/23/2008,313359, ,408306,-19112.7,-702552
5/24/2008,291847, ,267478,-25928.7,-533396
5/25/2008,244901, ,191936,-27889,-408949
5/26/2008,172420, ,145790,-28969.6,-289240
5/27/2008,65207.2, ,168345,-31817,-201735
5/28/2008,65441.1, ,118220,-14970.2,-168690
5/29/2008,77087.7, ,100950,-33919.6,-144118
5/30/2008,65819.9, ,89802.6,-26451.1,-129171
5/31/2008, ,-34688.8,167769,-30089.6,-102991
6/1/2008,21600.3, ,96315.7,1591.21,-119507
6/2/2008,65495.7, ,88146,-35679.3,-117962
6/3/2008, ,-193463,344880,-34006.6,-117410
6/4/2008, ,-377777,524046,30178.6,-176447
6/5/2008,5614.61, ,298469,14940.4,-319024
6/6/2008,172419, ,245827,-29114.7,-389132
6/7/2008,162538, ,230883,-37306.5,-356114
6/8/2008, ,-9272,305463,-37798,-258393
6/9/2008,83735.1, ,197614,-20624.3,-260724
6/10/2008, ,-49392.6,338215,-44169.2,-244653
6/11/2008,79004.4, ,197347,4079.32,-280430
6/12/2008,151061, ,136407,-43076.1,-244392
6/13/2008,159747, ,103006,-38764,-223990
6/14/2008, ,-409995,593936,-38353.7,-145587
6/15/2008, ,-63070.9,249980,90874.4,-277783
6/16/2008, ,-51380.1,408607,-41586.1,-315641
6/17/2008,166319, ,256384,-5195.38,-417508
6/18/2008,62807, ,277001,-34817.3,-304990
6/19/2008,135062, ,194751,-15815.6,-313997
6/20/2008, ,-110946,384840,-31182.4,-242712
6/21/2008,25621.5, ,246435,13473.7,-285530
6/22/2008, ,-81264.8,393433,-36826.2,-275342
6/23/2008,11094.5, ,323987,6487.93,-341569
6/24/2008,122798, ,220885,-22398.1,-321285
6/25/2008,186777, ,159871,-33880,-312768
6/26/2008,146688, ,123701,-35474.3,-234914
6/27/2008,106164, ,99116.6,-37128.3,-168152
6/28/2008,76627.7, ,91441.5,-40506.3,-127563
6/29/2008,12117.9, ,128161,-35525.6,-104753
6/30/2008,45491.6, ,84164.7,-23416.7,-106240
7/1/2008,35826.9, ,104410,-38981,-101256
7/2/2008, ,-117299,259479,-36601.6,-105578
7/3/2008, ,-119299,235142,33508,-149351
7/4/2008, ,-36756.9,248211,-11777.2,-199677
7/5/2008,102442, ,163872,-18703.3,-247611
7/6/2008,101592, ,145849,-31700.1,-215742
7/7/2008,88163.8, ,136124,-38310.6,-185977
7/8/2008,77916, ,106086,-35386.4,-148615
7/9/2008,41513.4, ,126899,-39059.4,-129353
7/10/2008,74181.3, ,83326.9,-34471.9,-123036
7/11/2008,77363.1, ,66588.6,-38514.5,-105437
7/12/2008,73818.5, ,55697.2,-37244.2,-92271.5
7/13/2008, ,-248020,375891,-41471.2,-86400
7/14/2008, ,-107232,231305,41986.3,-166059
7/15/2008,107753, ,131027,-17815.6,-220964
7/16/2008, ,-248656,531605,-36874.4,-246074
7/17/2008, ,-695809,963027,30760.8,-297979
7/18/2008,41000.7, ,467584,33301.5,-541886
7/19/2008,289909, ,405556,-41393.2,-654072
7/20/2008,207073, ,441084,-36101.1,-612056
7/21/2008,186502, ,276152,-24579.2,-438075
7/22/2008,193298, ,221350,-40384,-374264
7/23/2008, ,-1823000,2164694,-28834,-312862
7/24/2008, ,-438696,1174778,151317,-887398
7/25/2008,569530, ,640338,-22927.1,-1186940
7/26/2008,913920, ,447088,-34404.5,-1326600
7/27/2008,85904.3, ,701025,-32861.3,-754068
7/28/2008,170234, ,411538,14378.3,-596150
7/29/2008,271232, ,285212,-36559.9,-519884
7/30/2008,282428, ,220471,-36974.2,-465925
7/31/2008,209272, ,133894,-37425,-305740
8/1/2008,156919, ,93293.2,-37019.7,-213192
8/2/2008, ,-141591,330072,-39261.6,-149219
8/3/2008,709.033, ,156961,28083,-185753
8/4/2008,112874, ,115638,-35070,-193442
8/5/2008,145014, ,92153.1,-36276.4,-200890
8/6/2008, ,-27277.8,185061,-36198.7,-121584
8/7/2008,23100.2, ,109224,-1372.99,-130951
8/8/2008,34836.3, ,129979,-36002.7,-128812
8/9/2008,72354.8, ,94896.6,-25830.4,-141421
8/10/2008, ,-89311.5,234188,-33510.7,-111366
8/11/2008, ,-655971,785983,23009.3,-153021
8/12/2008, ,-1778.53,328467,45000.9,-371689
8/13/2008,168828, ,309791,-29073,-449546
8/14/2008,165395, ,339494,-30141.9,-474747
8/15/2008, ,-77758.6,424319,-20643.1,-325917
8/16/2008,80982.3, ,276167,718.712,-357868
8/17/2008,164157, ,215268,-32764.9,-346660
8/18/2008,179607, ,158068,-32423.6,-305251
8/19/2008,143114, ,107178,-33791,-216501
8/20/2008,113571, ,80895.9,-34295.9,-160171
8/21/2008,79156.3, ,66351.4,-30127.3,-115380
8/22/2008,59106.4, ,56909.1,-29615.5,-86400
8/23/2008,68187.4, ,50262.2,-32049.6,-86400
8/24/2008,73004.5, ,46320.7,-32925.2,-86400
8/25/2008, ,-133041,253179,-33737.6,-86400
8/26/2008, ,-9071.98,75760,49899.3,-116587
8/27/2008,81149.9, ,73410.5,-29473.8,-125087
8/28/2008,87510.3, ,75586.3,-28980.1,-134116
8/29/2008, ,-24797.9,140048,-28850.1,-86400
8/30/2008,17484.9, ,86368.6,-7505.25,-96348.3
8/31/2008,51466.1, ,79665,-30463.5,-100668
9/1/2008,59076.4, ,73567.4,-30616.6,-102027
9/2/2008,56978.3, ,60170.7,-30749,-86400
9/3/2008,65210.8, ,51321.4,-30132.2,-86400
9/4/2008,74386.6, ,45343,-33329.6,-86400
9/5/2008,65622.2, ,54369.3,-33591.5,-86400
9/6/2008, ,-1069180,1180518,-24934.2,-86400
9/7/2008, ,-7597.55,290492,143849,-426743
9/8/2008,226406, ,312823,-30769.4,-508460
9/9/2008, ,-1416280,2041385,-30492.7,-594611
9/10/2008, ,-246091,1017515,110143,-881567
9/11/2008,321638, ,828631,-26361.6,-1123910
9/12/2008, ,-105167,1427109,-26098.6,-1295840
9/13/2008,22270, ,1023574,45241,-1091080
9/14/2008,586871, ,528738,-22504.4,-1093100
9/15/2008,716109, ,309451,-32419.2,-993140
9/16/2008,446205, ,206720,-32337.2,-620588
9/17/2008,241927, ,133057,-26680.5,-348303
9/18/2008,141500, ,98654.4,-23745.3,-216409
9/19/2008,88920.8, ,80875.3,-23652.2,-146144
9/20/2008,58966.2, ,67577.3,-22347.9,-104196
9/21/2008,46988.7, ,60327.3,-20916,-86400
9/22/2008,52893, ,55923.7,-22416.7,-86400
9/23/2008,56937.3, ,52924.1,-23461.4,-86400
9/24/2008,58241.1, ,50671.2,-22512.3,-86400
9/25/2008,9401.5, ,98904.1,-21905.6,-86400
9/26/2008, ,-67891.3,140793,13497.9,-86400
9/27/2008, ,-278427,364110,11106.6,-96789.6
9/28/2008, ,-4215220,4378480,38011.9,-201269
9/29/2008,94999.5, ,1287542,245253,-1627790
9/30/2008,162302, ,1870414,-22671.5,-2010040
10/1/2008,1122296, ,1383150,6699.3,-2512150
10/2/2008,554424, ,977558,-18280.3,-1513700
10/3/2008,770489, ,659606,-19721.2,-1410370
10/4/2008,517719, ,506241,-17188.2,-1006770
10/5/2008,307328, ,417176,-10035.4,-714468
10/6/2008,294420, ,240441,-7186.33,-527674
10/7/2008,245412, ,159750,-17209.3,-387953
10/8/2008,168804, ,119576,-15923.7,-272456
10/9/2008,80017.1, ,109404,-16165.8,-173256
10/10/2008,52081.9, ,90844,-13349.2,-129577
10/11/2008,44140.6, ,82737.5,-20270.1,-106608
10/12/2008,36881.8, ,76810.6,-19363.8,-94328.6
10/13/2008,33775.9, ,72005.2,-19381.1,-86400
10/14/2008,38060.3, ,68255.1,-19915.4,-86400
10/15/2008,40348, ,65157.7,-19105.7,-86400
10/16/2008,44213.3, ,62499.7,-20313,-86400
10/17/2008,46573.9, ,60144.7,-20318.6,-86400
10/18/2008,46236.3, ,58117.7,-17954,-86400
10/19/2008,44302.6, ,56314.5,-14217.1,-86400
10/20/2008,44701.1, ,54668.2,-12969.3,-86400
10/21/2008,43039.8, ,55866.3,-12506.1,-86400
10/22/2008,44145.1, ,51937,-9682.08,-86400
10/23/2008,48859.4, ,50589.2,-13048.6,-86400
10/24/2008,48369.4, ,49318.8,-11288.2,-86400
10/25/2008, ,-4443580,4541720,-11740.4,-86400
10/26/2008,233675, ,955009,358525,-1547210
10/27/2008, ,-809515,2670580,-12382.5,-1848680
10/28/2008, ,-2754040,5422480,53991.4,-2722440
10/29/2008, ,-176899,3050490,152997,-3026590
10/30/2008,1812501, ,1817396,-1096.95,-3628800
10/31/2008,2319037, ,1118071,-6985.93,-3430120
11/1/2008,1283080, ,721275,-9036.37,-1995320
11/2/2008,836658, ,395656,-13400,-1218910
11/3/2008,497376, ,258422,-10797.2,-745001
11/4/2008,282787, ,187444,-11779.6,-458451
11/5/2008,111279, ,181361,-12132.5,-280507
11/6/2008,60734.9, ,149760,-1419.73,-209076
11/7/2008,57946.9, ,125809,-10901.3,-172855
11/8/2008,32084.1, ,136760,-16533.6,-152310
11/9/2008,26582.5, ,115044,-4183.16,-137443
11/10/2008,27552.1, ,109770,-11450.8,-125871
11/11/2008,25090.2, ,107159,-11724.5,-120524
11/12/2008, ,-174570,292830,-7602.44,-110657
11/13/2008, ,-300417,417780,52556.8,-169920
11/14/2008, ,-57429.5,297318,32701.1,-272590
11/15/2008, ,-961173,1303579,-6430.26,-335976
11/16/2008, ,-151331,733242,90981.7,-672892
11/17/2008,73915.4, ,716411,-12280.1,-778046
11/18/2008,282962, ,645285,-10502.9,-917744
11/19/2008,147682, ,558362,-7730.96,-698313
11/20/2008,204911, ,441680,-6571.82,-640019
11/21/2008,215344, ,339781,-6683.13,-548442
11/22/2008,181865, ,271409,-6666.37,-446608
11/23/2008,153284, ,203694,-6021.03,-350957
11/24/2008,110937, ,166633,-5941.57,-271628
11/25/2008,45796.3, ,174488,-6372.71,-213912
11/26/2008,40055.4, ,137129,4420.55,-181605
11/27/2008,41701.5, ,124177,-6461.51,-159417
11/28/2008,36758.7, ,114885,-6378.54,-145265
11/29/2008,23884.6, ,107762,-6249.76,-125397
11/30/2008, ,-194208,316177,-6361.03,-115608
12/1/2008, ,-291157,453810,16955,-179608
12/2/2008, ,-626755,895438,23899.6,-292583
12/3/2008,229570, ,271060,54511.7,-555142
12/4/2008,204663, ,340969,-5529.18,-540103
12/5/2008,210739, ,294084,-2334.44,-502489
12/6/2008,19819.4, ,287993,-5774.78,-302038
12/7/2008,35742.9, ,276410,-4471.14,-307682
12/8/2008,38085.3, ,252551,-4473.61,-286162
12/9/2008,50292.3, ,226177,-4151.05,-272318
12/10/2008, ,-2417470,2674020,-4834.42,-251713
12/11/2008, ,-7998500,9809410,151656,-1962560
12/12/2008,59922, ,3195750,373128,-3628800
12/13/2008,1657470, ,1939060,32269.9,-3628800
12/14/2008,2131355, ,1494429,3015.68,-3628800
12/15/2008,603698, ,1596188,9860.45,-2209750
12/16/2008, ,-285167,1926225,35501.2,-1676560
12/17/2008,444400, ,1172629,55252,-1672280
12/18/2008,878360, ,682142,4512.53,-1565010
12/19/2008,506499, ,760033,-6200.11,-1260330
12/20/2008,447624, ,399455,24522,-871601
12/21/2008,312595, ,306123,-4841.65,-613877
12/22/2008,239336, ,254025,-4823.44,-488537
12/23/2008,106309, ,217367,-3808.4,-319868
12/24/2008, ,-253838,516585,-3575.8,-259172
12/25/2008,124767, ,209448,-4888.98,-329326
12/26/2008,118220, ,203130,-6883.73,-314467
12/27/2008,128146, ,186674,-5098.3,-309721
12/28/2008,31289.6, ,175030,-6569.35,-199751
12/29/2008,32600.6, ,164412,-8734.23,-188278
12/30/2008,27160.2, ,155145,-6933.27,-175372
12/31/2008,23571.5, ,147852,-6561.63,-164862
1/1/2009,26976.9, ,134015,-5188.92,-155803
1/2/2009,25458.4, ,123981,-3768.89,-145671
1/3/2009,23618, ,115741,-4076.31,-135283
1/4/2009,20942.9, ,108917,-5280.56,-124579
1/5/2009,18272.2, ,103167,-5226.18,-116213
1/6/2009, ,-30147.3,145255,-5832.74,-109275
1/7/2009, ,-93444,207450,5107.15,-119113
1/8/2009,39318.4, ,103424,9214.99,-151957
1/9/2009,57215, ,100574,-5745.93,-152043
1/10/2009,43963.6, ,97966.3,-4780.56,-137149
1/11/2009,9288.34, ,95533.9,-4167.47,-100655
1/12/2009,9027.02, ,93216.3,-4218.59,-98024.7
1/13/2009,8644.86, ,90960.1,-4032.79,-95572.2
1/14/2009,9695.11, ,87975.9,-4434.24,-93236.8
1/15/2009,10781.3, ,84273.5,-4337.41,-90717.4
1/16/2009,9887.37, ,81000.7,-3151.53,-87736.5
1/17/2009,10899.2, ,78037.6,-2536.78,-86400
1/18/2009,13562.3, ,75233.9,-2396.11,-86400
1/19/2009,17851.2, ,72538.1,-3989.35,-86400
1/20/2009,20743.4, ,70050.6,-4394.08,-86400
1/21/2009,21823.2, ,67772.8,-3195.98,-86400
1/22/2009,24213.5, ,65623.8,-3437.27,-86400
1/23/2009,19391.7, ,70867.2,-3858.95,-86400
1/24/2009,29535.9, ,61768.8,-4904.65,-86400
1/25/2009,31543.2, ,59921.5,-5064.66,-86400
1/26/2009,31596.3, ,58199.7,-3396.02,-86400
1/27/2009,33938.9, ,56554,-4092.98,-86400
1/28/2009,35429.3, ,54966.8,-3996.05,-86400
1/29/2009,37997.7, ,53431.6,-5029.28,-86400
1/30/2009,39536.1, ,51972.4,-5108.5,-86400
1/31/2009,40580.9, ,50578.9,-4759.86,-86400
2/1/2009,7588.11, ,83179.4,-4367.51,-86400
2/2/2009, ,-141260,232722,-5061.92,-86400
2/3/2009, ,-299247,409538,11869.3,-122160
2/4/2009,126238, ,78056.4,37518.9,-241813
2/5/2009,160844, ,84966.9,-5705.34,-240105
2/6/2009,103927, ,90925.9,-3999.33,-190854
2/7/2009, ,-110654,200865,-3810.44,-86400
2/8/2009, ,-331801,462849,-5462.05,-125586
2/9/2009, ,-703598,939923,15221.9,-251547
2/10/2009, ,-1105370,1597415,42502.8,-534546
2/11/2009, ,-1619760,2552880,66945.3,-1000060
2/12/2009, ,-1388660,3005230,91227,-1707800
2/13/2009, ,-1192900,3508070,81144.6,-2396310
2/14/2009, ,-23700,2980070,84644.3,-3041010
2/15/2009,624920, ,2477660,61877.1,-3164460
2/16/2009,1464006, ,1482810,41783.8,-2988600
2/17/2009,1349938, ,945590,17985.3,-2313510
2/18/2009,733053, ,910203,-7902.95,-1635350
2/19/2009,141582, ,977529,-6243.5,-1112870
2/20/2009,145843, ,761628,36969.2,-944441
2/21/2009,401673, ,475743,5704.07,-883120
2/22/2009,52376.2, ,693610,-7686.22,-738300
2/23/2009,219603, ,399329,24728.7,-643660
2/24/2009,194974, ,335176,-7256.46,-522894
2/25/2009,187325, ,294578,-5864.41,-476038
2/26/2009, ,-351465,700758,-6265.66,-343028
2/27/2009, ,-1823600,2229010,38096.3,-443504
2/28/2009, ,-201736,1171463,105055,-1074780
3/1/2009,472995, ,905317,-11234.9,-1367080
3/2/2009,666412, ,769973,-1121.64,-1435260
3/3/2009,404015, ,551007,-6104.4,-948918
3/4/2009,295140, ,451454,-4495.12,-742099
3/5/2009,218035, ,378036,-5259.85,-590811
3/6/2009, ,-96465.3,563102,-6471.03,-460166
3/7/2009,57708.3, ,394131,12358,-464197
3/8/2009, ,-136160,582772,-1522.6,-445090
3/9/2009, ,-152519,654780,11074,-513335
3/10/2009,227542, ,297943,18409.8,-543894
3/11/2009,270945, ,254212,-13326.1,-511832
3/12/2009,193830, ,221791,-13309.1,-402312
3/13/2009,73799, ,198026,-13842.8,-257982
3/14/2009,59736.1, ,175559,-10618.7,-224677
3/15/2009,55483.9, ,155463,-12488.5,-198459
3/16/2009,55477.8, ,136074,-15201.9,-176350
3/17/2009,50871.6, ,118665,-13837.6,-155699
3/18/2009,45728.5, ,105944,-14939.1,-136734
3/19/2009, ,-19321.9,155553,-16003.6,-120228
3/20/2009,13743.5, ,108129,4848.25,-126721
3/21/2009,36384.1, ,100814,-13989.5,-123209
3/22/2009,38444.5, ,94771.2,-11716.9,-121499
3/23/2009,24765.9, ,89613.2,-13140.9,-101238
3/24/2009,22496.1, ,85272.7,-12702.6,-95066.2
3/25/2009,19817.2, ,81420.4,-11351.9,-89885.7
3/26/2009, ,-107938,207196,-12857.5,-86400
3/27/2009, ,-16340,112568,28401.2,-124630
3/28/2009,27508.3, ,122744,-16524.2,-133728
3/29/2009, ,-503475,666788,-15810,-147503
3/30/2009, ,-66119.9,299262,67558.1,-300700
3/31/2009,71477.1, ,310087,-18632.7,-362931
4/1/2009, ,-161704,603429,-16346,-425379
4/2/2009, ,-1196.36,395897,9558.69,-404259
4/3/2009, ,-2366710,2822300,-19115.2,-436471
4/4/2009,27372.3, ,1111214,135289,-1273880
4/5/2009,644793, ,815364,-17020.1,-1443140
4/6/2009,861023, ,742556,-20619.8,-1582960
4/7/2009,387231, ,498304,4176.28,-889711
4/8/2009,326503, ,374986,-16081.3,-685408
4/9/2009,268361, ,284713,-14458.8,-538615
4/10/2009,159967, ,238062,-12027.9,-386001
4/11/2009,135746, ,177610,-14102.2,-299254
4/12/2009,114162, ,135804,-16504,-233462
4/13/2009,86043.1, ,114453,-16670.6,-183825
4/14/2009, ,-76258.5,235680,-16799.5,-142622
4/15/2009, ,-124914,269502,17390.7,-161979
4/16/2009,29346.3, ,169073,8125.68,-206545
4/17/2009,87971.2, ,155494,-18713.9,-224752
4/18/2009,78296.7, ,141102,-21375.9,-198023
4/19/2009,53447.9, ,126806,-25030.7,-155223
4/20/2009, ,-392716,559374,-25524.2,-141134
4/21/2009, ,-523312,745731,53341.3,-275761
4/22/2009, ,-37019.6,487693,26630.3,-477304
4/23/2009,228609, ,390201,-21210.7,-597599
4/24/2009,242966, ,319334,-21091.6,-541208
4/25/2009,162735, ,257265,-20924,-399076
4/26/2009,148446, ,203408,-29587,-322267
4/27/2009,131264, ,163214,-34474.8,-260002
4/28/2009,119425, ,121805,-33267.4,-207962
4/29/2009,106408, ,93362.1,-36961.8,-162809
4/30/2009,78553.9, ,78117.2,-30544.3,-126127
5/1/2009, ,-116423,240957,-26772.7,-97761.4
5/2/2009, ,-104612,212246,29844.7,-137479
5/3/2009, ,-33563,213530,-2859.98,-177107
5/4/2009, ,-226622,458673,-9806.28,-222244
5/5/2009, ,-212834,484478,23172.6,-294816
5/6/2009, ,-1079380,1461420,3517.48,-385560
5/7/2009, ,-536411,1269083,68851.3,-801524
5/8/2009,52353.2, ,1014798,4509.15,-1071660
5/9/2009,536814, ,733242,-21622.3,-1248430
5/10/2009,547336, ,483477,-25104.9,-1005710
5/11/2009,440785, ,334487,-31432.6,-743839
5/12/2009,311376, ,233383,-27690.4,-517069
5/13/2009,206029, ,170222,-25801.9,-350449
5/14/2009, ,-411987,683022,-25003.9,-246031
5/15/2009, ,-40328.8,331490,71047.8,-362209
5/16/2009, ,-497734,923872,-31227.3,-394911
5/17/2009,57330.4, ,550113,38684.6,-646128
5/18/2009,198914, ,423276,-20364.7,-601825
5/19/2009,303718, ,354703,-26000.9,-632420
5/20/2009,171327, ,293901,-22530.8,-442697
5/21/2009,148060, ,238878,-29644,-357293
5/22/2009,155109, ,171993,-31274.6,-295827
5/23/2009,108393, ,161084,-34553.7,-234924
5/24/2009,63644.6, ,153780,-26772.5,-190652
5/25/2009,80109.2, ,104162,-21985.5,-162286
5/26/2009, ,-17945.7,195016,-37394.7,-139675
5/27/2009,33161.2, ,117426,398.661,-150986
5/28/2009, ,-249077,411981,-24036.5,-138868
5/29/2009, ,-255275,461942,34807.3,-241474
5/30/2009,52000.2, ,270840,7609.43,-330450
5/31/2009,168515, ,245714,-32641,-381588
6/1/2009,145951, ,211617,-31402.3,-326165
6/2/2009,72456.6, ,199562,-29294.8,-242724
6/3/2009, ,-726035,971498,-26499.1,-218964
6/4/2009, ,-230678,610864,80706.2,-460892
6/5/2009, ,-43402.6,660434,-23056.8,-593975
6/6/2009,357410, ,391626,-1437.48,-747599
6/7/2009,315040, ,273586,-34318.3,-554308
6/8/2009,204212, ,272890,-35220,-441882
6/9/2009, ,-176699,510941,-21541.5,-312701
6/10/2009, ,-385450,727147,10775.6,-352472
6/11/2009, ,-769379,1263005,10033.3,-503659
6/12/2009,124700, ,647893,61104.2,-833698
6/13/2009, ,-780125,1694178,-34704.2,-879348
6/14/2009,194525, ,928346,78821.2,-1201690
6/15/2009,86745.3, ,1033502,-30108.3,-1090140
6/16/2009,573384, ,640857,4434.37,-1218680
6/17/2009,195848, ,705511,-33790.7,-867568
6/18/2009, ,-1027840,1818721,2407.57,-793290
