Reservoir Inflows and Outflows
"Scenario: GridMet, Reservoir: Prompton Lake"
Cubic Meter
"Sources and Destinations","Increase in Storage for Prompton Lake","Inflow from Upstream","Outflow to Downstream"
9/22/2003,0,491768,-491768
9/23/2003,0,2190149,-2190150
9/24/2003,0,693994,-693994
9/25/2003,0,566861,-566861
9/26/2003,0,403102,-403102
9/27/2003,0,384498,-384498
9/28/2003,0,677166,-677166
9/29/2003,0,451086,-451086
9/30/2003,0,348445,-348445
10/1/2003,0,275248,-275248
10/2/2003,0,237311,-237311
10/3/2003,0,191142,-191142
10/4/2003,0,442370,-442370
10/5/2003,0,236891,-236891
10/6/2003,0,205769,-205769
10/7/2003,0,181790,-181790
10/8/2003,0,164001,-164001
10/9/2003,0,148811,-148811
10/10/2003,0,135681,-135681
10/11/2003,0,125176,-125176
10/12/2003,0,113444,-113444
10/13/2003,0,104781,-104781
10/14/2003,0,1029444,-1029440
10/15/2003,0,565432,-565432
10/16/2003,0,313839,-313839
10/17/2003,0,318254,-318254
10/18/2003,0,308829,-308829
10/19/2003,0,409379,-409379
10/20/2003,0,318287,-318287
10/21/2003,0,297348,-297348
10/22/2003,0,224194,-224194
10/23/2003,0,180826,-180826
10/24/2003,0,153720,-153720
10/25/2003,0,135436,-135436
10/26/2003,0,287420,-287420
10/27/2003,0,1772399,-1772400
10/28/2003,0,637862,-637862
10/29/2003,0,2473192,-2473190
10/30/2003,0,860068,-860068
10/31/2003,0,726392,-726392
11/1/2003,0,577789,-577789
11/2/2003,0,539598,-539598
11/3/2003,0,394859,-394859
11/4/2003,0,285134,-285134
11/5/2003,0,539419,-539419
11/6/2003,0,304292,-304292
11/7/2003,0,236651,-236651
11/8/2003,0,204696,-204696
11/9/2003,0,185605,-185605
11/10/2003,0,171531,-171531
11/11/2003,0,190474,-190474
11/12/2003,0,245534,-245534
11/13/2003,0,283111,-283111
11/14/2003,0,189299,-189299
11/15/2003,0,179133,-179133
11/16/2003,0,173104,-173104
11/17/2003,0,188939,-188939
11/18/2003,0,171138,-171138
11/19/2003,0,2176603,-2176600
11/20/2003,0,661919,-661919
11/21/2003,0,561095,-561095
11/22/2003,0,495026,-495026
11/23/2003,0,425457,-425457
11/24/2003,0,759350,-759350
11/25/2003,0,398599,-398599
11/26/2003,0,340521,-340521
11/27/2003,0,266528,-266528
11/28/2003,0,879558,-879558
11/29/2003,0,423441,-423441
11/30/2003,0,343581,-343581
12/1/2003,0,316157,-316157
12/2/2003,0,275567,-275567
12/3/2003,0,250072,-250072
12/4/2003,0,231386,-231386
12/5/2003,0,215268,-215268
12/6/2003,0,187499,-187499
12/7/2003,0,167846,-167846
12/8/2003,0,153403,-153403
12/9/2003,0,142000,-142000
12/10/2003,0,150104,-150104
12/11/2003,0,2115773,-2115770
12/12/2003,0,301807,-301807
12/13/2003,0,315108,-315108
12/14/2003,0,316433,-316433
12/15/2003,0,307322,-307322
12/16/2003,0,291222,-291222
12/17/2003,0,525633,-525633
12/18/2003,0,301009,-301009
12/19/2003,0,241263,-241263
12/20/2003,0,202597,-202597
12/21/2003,0,176107,-176107
12/22/2003,0,157093,-157093
12/23/2003,0,142575,-142575
12/24/2003,0,976616,-976616
12/25/2003,0,217899,-217899
12/26/2003,0,199695,-199695
12/27/2003,0,191165,-191165
12/28/2003,0,182665,-182665
12/29/2003,0,175511,-175511
12/30/2003,0,362439,-362439
12/31/2003,0,184768,-184768
1/1/2004,0,164229,-164229
1/2/2004,0,184015,-184015
1/3/2004,0,540522,-540522
1/4/2004,0,1258435,-1258440
1/5/2004,0,530838,-530838
1/6/2004,0,322469,-322469
1/7/2004,0,302160,-302160
1/8/2004,0,282193,-282193
1/9/2004,0,262228,-262228
1/10/2004,0,242588,-242588
1/11/2004,0,217221,-217221
1/12/2004,0,184985,-184985
1/13/2004,0,159544,-159544
1/14/2004,0,141731,-141731
1/15/2004,0,128969,-128969
1/16/2004,0,119340,-119340
1/17/2004,0,111699,-111699
1/18/2004,0,105343,-105343
1/19/2004,0,100002,-100002
1/20/2004,0,95519.5,-95519.5
1/21/2004,0,91646.9,-91646.9
1/22/2004,0,88147,-88147
1/23/2004,0,84939.5,-84939.5
1/24/2004,0,82023.3,-82023.3
1/25/2004,0,79352.8,-79352.8
1/26/2004,0,76865.9,-76865.9
1/27/2004,0,74505.4,-74505.4
1/28/2004,0,72247.3,-72247.3
1/29/2004,0,70109.9,-70109.9
1/30/2004,0,68115.1,-68115.1
1/31/2004,0,66227.6,-66227.6
2/1/2004,0,64401.7,-64401.7
2/2/2004,0,62637,-62637
2/3/2004,0,60917.5,-60917.5
2/4/2004,0,59249.5,-59249.5
2/5/2004,0,57669.4,-57669.4
2/6/2004,0,149482,-149482
2/7/2004,0,88343,-88343
2/8/2004,0,58095.4,-58095.4
2/9/2004,0,57226.3,-57226.3
2/10/2004,0,141560,-141560
2/11/2004,0,174190,-174190
2/12/2004,0,66804.2,-66804.2
2/13/2004,0,68253.9,-68253.9
2/14/2004,0,117709,-117709
2/15/2004,0,73376.7,-73376.7
2/16/2004,0,73455.3,-73455.3
2/17/2004,0,73277.6,-73277.6
2/18/2004,0,71326.8,-71326.8
2/19/2004,0,67190.1,-67190.1
2/20/2004,0,63381.3,-63381.3
2/21/2004,0,321961,-321961
2/22/2004,0,367988,-367988
2/23/2004,0,102723,-102723
2/24/2004,0,270948,-270948
2/25/2004,0,123027,-123027
2/26/2004,0,120864,-120864
2/27/2004,0,116878,-116878
2/28/2004,0,450762,-450762
3/1/2004,0,881792,-881792
3/2/2004,0,1479812,-1479810
3/3/2004,0,2031261,-2031260
3/4/2004,0,2324701,-2324700
3/5/2004,0,1871210,-1871210
3/6/2004,0,1859600,-1859600
3/7/2004,0,889102,-889102
3/8/2004,0,613653,-613653
3/9/2004,0,404577,-404577
3/10/2004,0,307078,-307078
3/11/2004,0,243829,-243829
3/12/2004,0,193230,-193230
3/13/2004,0,150769,-150769
3/14/2004,0,129517,-129517
3/15/2004,0,123161,-123161
3/16/2004,0,149893,-149893
3/17/2004,0,113700,-113700
3/18/2004,0,108253,-108253
3/19/2004,0,103551,-103551
3/20/2004,0,139810,-139810
3/21/2004,0,198487,-198487
3/22/2004,0,105577,-105577
3/23/2004,0,102841,-102841
3/24/2004,0,553687,-553687
3/25/2004,0,503565,-503565
3/26/2004,0,171147,-171147
3/27/2004,0,337018,-337018
3/28/2004,0,158950,-158950
3/29/2004,0,148485,-148485
3/30/2004,0,138135,-138135
3/31/2004,0,199955,-199955
4/1/2004,0,656917,-656917
4/2/2004,0,207816,-207816
4/3/2004,0,208602,-208602
4/4/2004,0,169809,-169809
4/5/2004,0,132537,-132537
4/6/2004,0,124695,-124695
4/7/2004,0,120660,-120660
4/8/2004,0,107837,-107837
4/9/2004,0,95723.4,-95723.4
4/10/2004,0,86473.7,-86473.7
4/11/2004,0,79144.8,-79144.8
4/12/2004,0,436148,-436148
4/13/2004,0,982121,-982121
4/14/2004,0,282400,-282400
4/15/2004,0,273698,-273698
4/16/2004,0,261183,-261183
4/17/2004,0,236728,-236728
4/18/2004,0,213847,-213847
4/19/2004,0,184473,-184473
4/20/2004,0,142506,-142506
4/21/2004,0,131619,-131619
4/22/2004,0,152383,-152383
4/23/2004,0,314742,-314742
4/24/2004,0,133611,-133611
4/25/2004,0,498627,-498627
4/26/2004,0,777680,-777680
4/27/2004,0,379240,-379240
4/28/2004,0,311114,-311114
4/29/2004,0,279253,-279253
4/30/2004,0,235095,-235095
5/1/2004,0,185436,-185436
5/2/2004,0,609510,-609510
5/3/2004,0,320284,-320284
5/4/2004,0,217277,-217277
5/5/2004,0,266146,-266146
5/6/2004,0,190668,-190668
5/7/2004,0,293042,-293042
5/8/2004,0,242615,-242615
5/9/2004,0,357032,-357032
5/10/2004,0,822089,-822089
5/11/2004,0,365809,-365809
5/12/2004,0,365517,-365517
5/13/2004,0,279426,-279426
5/14/2004,0,205648,-205648
5/15/2004,0,371883,-371883
5/16/2004,0,203296,-203296
5/17/2004,0,164182,-164182
5/18/2004,0,148411,-148411
5/19/2004,0,119897,-119897
5/20/2004,0,153583,-153583
5/21/2004,0,103940,-103940
5/22/2004,0,97427.4,-97427.4
5/23/2004,0,100370,-100370
5/24/2004,0,87124.2,-87124.2
5/25/2004,0,75004.1,-75004.1
5/26/2004,0,740402,-740402
5/27/2004,0,225101,-225101
5/28/2004,0,213279,-213279
5/29/2004,0,170124,-170124
5/30/2004,0,161201,-161201
5/31/2004,0,382960,-382960
6/1/2004,0,301202,-301202
6/2/2004,0,576685,-576685
6/3/2004,0,261690,-261690
6/4/2004,0,195357,-195357
6/5/2004,0,410500,-410500
6/6/2004,0,286838,-286838
6/7/2004,0,208602,-208602
6/8/2004,0,154302,-154302
6/9/2004,0,214698,-214698
6/10/2004,0,123382,-123382
6/11/2004,0,102737,-102737
6/12/2004,0,90346.6,-90346.6
6/13/2004,0,79676.3,-79676.3
6/14/2004,0,93000.4,-93000.4
6/15/2004,0,75636.2,-75636.2
6/16/2004,0,66201.6,-66201.6
6/17/2004,0,315069,-315069
6/18/2004,0,119613,-119613
6/19/2004,0,85552.9,-85552.9
6/20/2004,0,80618,-80618
6/21/2004,0,76144.2,-76144.2
6/22/2004,0,137712,-137712
6/23/2004,0,78925.3,-78925.3
6/24/2004,0,72770,-72770
6/25/2004,0,211076,-211076
6/26/2004,0,368012,-368012
6/27/2004,0,121011,-121011
6/28/2004,0,182576,-182576
6/29/2004,0,117256,-117256
6/30/2004,0,101646,-101646
7/1/2004,0,92049.5,-92049.5
7/2/2004,0,77507.2,-77507.2
7/3/2004,0,66546.6,-66546.6
7/4/2004,0,57440.2,-57440.2
7/5/2004,0,139870,-139870
7/6/2004,0,60847.2,-60847.2
7/7/2004,0,94111.2,-94111.2
7/8/2004,0,60764.9,-60764.9
7/9/2004,0,51786.3,-51786.3
7/10/2004,0,48441.6,-48441.6
7/11/2004,0,45936.2,-45936.2
7/12/2004,0,302490,-302490
7/13/2004,0,81207.6,-81207.6
7/14/2004,0,632992,-632992
7/15/2004,0,389660,-389660
7/16/2004,0,338781,-338781
7/17/2004,0,223329,-223329
7/18/2004,0,282475,-282475
7/19/2004,0,610106,-610106
7/20/2004,0,260940,-260940
7/21/2004,0,190785,-190785
7/22/2004,0,130266,-130266
7/23/2004,0,315005,-315005
7/24/2004,0,132597,-132597
7/25/2004,0,103110,-103110
7/26/2004,0,204316,-204316
7/27/2004,0,1697566,-1697570
7/28/2004,0,511453,-511453
7/29/2004,0,335932,-335932
7/30/2004,0,353353,-353353
7/31/2004,0,541675,-541675
8/1/2004,0,339801,-339801
8/2/2004,0,254581,-254581
8/3/2004,0,196225,-196225
8/4/2004,0,433928,-433928
8/5/2004,0,195019,-195019
8/6/2004,0,142058,-142058
8/7/2004,0,115969,-115969
8/8/2004,0,96109.3,-96109.3
8/9/2004,0,83127.3,-83127.3
8/10/2004,0,204962,-204962
8/11/2004,0,113411,-113411
8/12/2004,0,1311269,-1311270
8/13/2004,0,1077840,-1077840
8/14/2004,0,376496,-376496
8/15/2004,0,742861,-742861
8/16/2004,0,490791,-490791
8/17/2004,0,361309,-361309
8/18/2004,0,265992,-265992
8/19/2004,0,211927,-211927
8/20/2004,0,431352,-431352
8/21/2004,0,522192,-522192
8/22/2004,0,244446,-244446
8/23/2004,0,268513,-268513
8/24/2004,0,166745,-166745
8/25/2004,0,137711,-137711
8/26/2004,0,118827,-118827
8/27/2004,0,105460,-105460
8/28/2004,0,159928,-159928
8/29/2004,0,96110,-96110
8/30/2004,0,295530,-295530
8/31/2004,0,114842,-114842
9/1/2004,0,102253,-102253
9/2/2004,0,93670.5,-93670.5
9/3/2004,0,86613.1,-86613.1
9/4/2004,0,80537.9,-80537.9
9/5/2004,0,74375.5,-74375.5
9/6/2004,0,69778.4,-69778.4
9/7/2004,0,64561.6,-64561.6
9/8/2004,0,1260326,-1260330
9/9/2004,0,1283737,-1283740
9/10/2004,0,357486,-357486
9/11/2004,0,360572,-360572
9/12/2004,0,330035,-330035
9/13/2004,0,284523,-284523
9/14/2004,0,239212,-239212
9/15/2004,0,201519,-201519
9/16/2004,0,146113,-146113
9/17/2004,0,3452347,-3452350
9/18/2004,0,6126508,-6126510
9/19/2004,0,1220600,-1220600
9/20/2004,0,886928,-886928
9/21/2004,0,643205,-643205
9/22/2004,0,475777,-475777
9/23/2004,0,365080,-365080
9/24/2004,0,291364,-291364
9/25/2004,0,215039,-215039
9/26/2004,0,165365,-165365
9/27/2004,0,157404,-157404
9/28/2004,0,1763981,-1763980
9/29/2004,0,393487,-393487
9/30/2004,0,549995,-549995
10/1/2004,0,394761,-394761
10/2/2004,0,430231,-430231
10/3/2004,0,348940,-348940
10/4/2004,0,310721,-310721
10/5/2004,0,274308,-274308
10/6/2004,0,212408,-212408
10/7/2004,0,175897,-175897
10/8/2004,0,151087,-151087
10/9/2004,0,134658,-134658
10/10/2004,0,123159,-123159
10/11/2004,0,114978,-114978
10/12/2004,0,108731,-108731
10/13/2004,0,105761,-105761
10/14/2004,0,105662,-105662
10/15/2004,0,478221,-478221
10/16/2004,0,246991,-246991
10/17/2004,0,162316,-162316
10/18/2004,0,359903,-359903
10/19/2004,0,1195088,-1195090
10/20/2004,0,494054,-494054
10/21/2004,0,628114,-628114
10/22/2004,0,480173,-480173
10/23/2004,0,376532,-376532
10/24/2004,0,300376,-300376
10/25/2004,0,247912,-247912
10/26/2004,0,205816,-205816
10/27/2004,0,166380,-166380
10/28/2004,0,142133,-142133
10/29/2004,0,130298,-130298
10/30/2004,0,188894,-188894
10/31/2004,0,127579,-127579
11/1/2004,0,115318,-115318
11/2/2004,0,160354,-160354
11/3/2004,0,124647,-124647
11/4/2004,0,269206,-269206
11/5/2004,0,237834,-237834
11/6/2004,0,200181,-200181
11/7/2004,0,168989,-168989
11/8/2004,0,164912,-164912
11/9/2004,0,157271,-157271
11/10/2004,0,149200,-149200
11/11/2004,0,141784,-141784
11/12/2004,0,205121,-205121
11/13/2004,0,141224,-141224
11/14/2004,0,129008,-129008
11/15/2004,0,134238,-134238
11/16/2004,0,117627,-117627
11/17/2004,0,108653,-108653
11/18/2004,0,101815,-101815
11/19/2004,0,96818.5,-96818.5
11/20/2004,0,145398,-145398
11/21/2004,0,92523.1,-92523.1
11/22/2004,0,87478.3,-87478.3
11/23/2004,0,82858.1,-82858.1
11/24/2004,0,600348,-600348
11/25/2004,0,559153,-559153
11/26/2004,0,171813,-171813
11/27/2004,0,190818,-190818
11/28/2004,0,2362532,-2362530
11/29/2004,0,669278,-669278
11/30/2004,0,654497,-654497
12/1/2004,0,1719052,-1719050
12/2/2004,0,808892,-808892
12/3/2004,0,579142,-579142
12/4/2004,0,438778,-438778
12/5/2004,0,348812,-348812
12/6/2004,0,262871,-262871
12/7/2004,0,310816,-310816
12/8/2004,0,215690,-215690
12/9/2004,0,452758,-452758
12/10/2004,0,892989,-892989
12/11/2004,0,534963,-534963
12/12/2004,0,430257,-430257
12/13/2004,0,385622,-385622
12/14/2004,0,340059,-340059
12/15/2004,0,309667,-309667
12/16/2004,0,282817,-282817
12/17/2004,0,247076,-247076
12/18/2004,0,209230,-209230
12/19/2004,0,181602,-181602
12/20/2004,0,161768,-161768
12/21/2004,0,147421,-147421
12/22/2004,0,136360,-136360
12/23/2004,0,1170242,-1170240
12/24/2004,0,209980,-209980
12/25/2004,0,209720,-209720
12/26/2004,0,208145,-208145
12/27/2004,0,204673,-204673
12/28/2004,0,199716,-199716
12/29/2004,0,192999,-192999
12/30/2004,0,184542,-184542
12/31/2004,0,175468,-175468
1/1/2005,0,147506,-147506
1/2/2005,0,198529,-198529
1/3/2005,0,768348,-768348
1/4/2005,0,253860,-253860
1/5/2005,0,346109,-346109
1/6/2005,0,226505,-226505
1/7/2005,0,194644,-194644
1/8/2005,0,185620,-185620
1/9/2005,0,178192,-178192
1/10/2005,0,168849,-168849
1/11/2005,0,204750,-204750
1/12/2005,0,191658,-191658
1/13/2005,0,326410,-326410
1/14/2005,0,1164103,-1164100
1/15/2005,0,262626,-262626
1/16/2005,0,253677,-253677
1/17/2005,0,242179,-242179
1/18/2005,0,229660,-229660
1/19/2005,0,215444,-215444
1/20/2005,0,200989,-200989
1/21/2005,0,184223,-184223
1/22/2005,0,158745,-158745
1/23/2005,0,140501,-140501
1/24/2005,0,126909,-126909
1/25/2005,0,116403,-116403
1/26/2005,0,107951,-107951
1/27/2005,0,101217,-101217
1/28/2005,0,95842.4,-95842.4
1/29/2005,0,91283.3,-91283.3
1/30/2005,0,87246.1,-87246.1
1/31/2005,0,83637.1,-83637.1
2/1/2005,0,80368.5,-80368.5
2/2/2005,0,77376.2,-77376.2
2/3/2005,0,74613.7,-74613.7
2/4/2005,0,71995.8,-71995.8
2/5/2005,0,116823,-116823
2/6/2005,0,232579,-232579
2/7/2005,0,438460,-438460
2/8/2005,0,773895,-773895
2/9/2005,0,1567159,-1567160
2/10/2005,0,844321,-844321
2/11/2005,0,389394,-389394
2/12/2005,0,388070,-388070
2/13/2005,0,359195,-359195
2/14/2005,0,314392,-314392
2/15/2005,0,538140,-538140
2/16/2005,0,1130001,-1130000
2/17/2005,0,740967,-740967
2/18/2005,0,340390,-340390
2/19/2005,0,273600,-273600
2/20/2005,0,231291,-231291
2/21/2005,0,201816,-201816
2/22/2005,0,180633,-180633
2/23/2005,0,160789,-160789
2/24/2005,0,140135,-140135
2/25/2005,0,123519,-123519
2/26/2005,0,111879,-111879
2/27/2005,0,103103,-103103
2/28/2005,0,96197.1,-96197.1
3/1/2005,0,90556.3,-90556.3
3/2/2005,0,85865.7,-85865.7
3/3/2005,0,81948.3,-81948.3
3/4/2005,0,78567,-78567
3/5/2005,0,75538.6,-75538.6
3/6/2005,0,72750.2,-72750.2
3/7/2005,0,478395,-478395
3/8/2005,0,551230,-551230
3/9/2005,0,132683,-132683
3/10/2005,0,143084,-143084
3/11/2005,0,149572,-149572
3/12/2005,0,201034,-201034
3/13/2005,0,150533,-150533
3/14/2005,0,145503,-145503
3/15/2005,0,131327,-131327
3/16/2005,0,112910,-112910
3/17/2005,0,99323.6,-99323.6
3/18/2005,0,415955,-415955
3/19/2005,0,734098,-734098
3/20/2005,0,1930504,-1930500
3/21/2005,0,1058684,-1058680
3/22/2005,0,1585823,-1585820
3/23/2005,0,3116982,-3116980
3/24/2005,0,1009772,-1009770
3/25/2005,0,790009,-790009
3/26/2005,0,527045,-527045
3/27/2005,0,873670,-873670
3/28/2005,0,3868769,-3868770
3/29/2005,0,2129399,-2129400
3/30/2005,0,798851,-798851
3/31/2005,0,524075,-524075
4/1/2005,0,386050,-386050
4/2/2005,0,5750576,-5750580
4/3/2005,0,2221056,-2221060
4/4/2005,0,907683,-907683
4/5/2005,0,612040,-612040
4/6/2005,0,445874,-445874
4/7/2005,0,448411,-448411
4/8/2005,0,312424,-312424
4/9/2005,0,269373,-269373
4/10/2005,0,219867,-219867
4/11/2005,0,190395,-190395
4/12/2005,0,172594,-172594
4/13/2005,0,160025,-160025
4/14/2005,0,150209,-150209
4/15/2005,0,141912,-141912
4/16/2005,0,134890,-134890
4/17/2005,0,128712,-128712
4/18/2005,0,123150,-123150
4/19/2005,0,118085,-118085
4/20/2005,0,128970,-128970
4/21/2005,0,110357,-110357
4/22/2005,0,125894,-125894
4/23/2005,0,523532,-523532
4/24/2005,0,497208,-497208
4/25/2005,0,203838,-203838
4/26/2005,0,240215,-240215
4/27/2005,0,436122,-436122
4/28/2005,0,321823,-321823
4/29/2005,0,284871,-284871
4/30/2005,0,425731,-425731
5/1/2005,0,273403,-273403
5/2/2005,0,254480,-254480
5/3/2005,0,188748,-188748
5/4/2005,0,160703,-160703
5/5/2005,0,138142,-138142
5/6/2005,0,122619,-122619
5/7/2005,0,111506,-111506
5/8/2005,0,102082,-102082
5/9/2005,0,95032.3,-95032.3
5/10/2005,0,89172.4,-89172.4
5/11/2005,0,84456.9,-84456.9
5/12/2005,0,80669.8,-80669.8
5/13/2005,0,77569.5,-77569.5
5/14/2005,0,179694,-179694
5/15/2005,0,93694.9,-93694.9
5/16/2005,0,81743.8,-81743.8
5/17/2005,0,77883.8,-77883.8
5/18/2005,0,75616.8,-75616.8
5/19/2005,0,73347.5,-73347.5
5/20/2005,0,71014.5,-71014.5
5/21/2005,0,78925.3,-78925.3
5/22/2005,0,78440.2,-78440.2
5/23/2005,0,65349.4,-65349.4
5/24/2005,0,84141.7,-84141.7
5/25/2005,0,77684.4,-77684.4
5/26/2005,0,63076.1,-63076.1
5/27/2005,0,119756,-119756
5/28/2005,0,231298,-231298
5/29/2005,0,96203.8,-96203.8
5/30/2005,0,135666,-135666
5/31/2005,0,90067.1,-90067.1
6/1/2005,0,84440.1,-84440.1
6/2/2005,0,77242.3,-77242.3
6/3/2005,0,121688,-121688
6/4/2005,0,76839.9,-76839.9
6/5/2005,0,65465.1,-65465.1
6/6/2005,0,358878,-358878
6/7/2005,0,100138,-100138
6/8/2005,0,106625,-106625
6/9/2005,0,195640,-195640
6/10/2005,0,132597,-132597
6/11/2005,0,189090,-189090
6/12/2005,0,102030,-102030
6/13/2005,0,84060.6,-84060.6
6/14/2005,0,68101.9,-68101.9
6/15/2005,0,60120,-60120
6/16/2005,0,196893,-196893
6/17/2005,0,114472,-114472
6/18/2005,0,78113.4,-78113.4
6/19/2005,0,63664.5,-63664.5
6/20/2005,0,56949.6,-56949.6
6/21/2005,0,51929.7,-51929.7
6/22/2005,0,57782.4,-57782.4
6/23/2005,0,47013.8,-47013.8
6/24/2005,0,43280.8,-43280.8
6/25/2005,0,40454.8,-40454.8
6/26/2005,0,38470.7,-38470.7
6/27/2005,0,37069.3,-37069.3
6/28/2005,0,49804.9,-49804.9
6/29/2005,0,182679,-182679
6/30/2005,0,46537.4,-46537.4
7/1/2005,0,117846,-117846
7/2/2005,0,46856.5,-46856.5
7/3/2005,0,45534,-45534
7/4/2005,0,43770.8,-43770.8
7/5/2005,0,238534,-238534
7/6/2005,0,93994.1,-93994.1
7/7/2005,0,158148,-158148
7/8/2005,0,686296,-686296
7/9/2005,0,327623,-327623
7/10/2005,0,179874,-179874
7/11/2005,0,150284,-150284
7/12/2005,0,133522,-133522
7/13/2005,0,106980,-106980
7/14/2005,0,76545.1,-76545.1
7/15/2005,0,79109,-79109
7/16/2005,0,53387.6,-53387.6
7/17/2005,0,91554.1,-91554.1
7/18/2005,0,49108.6,-49108.6
7/19/2005,0,63078.8,-63078.8
7/20/2005,0,39875.1,-39875.1
7/21/2005,0,36937.9,-36937.9
7/22/2005,0,42969,-42969
7/23/2005,0,34176.4,-34176.4
7/24/2005,0,34609.6,-34609.6
7/25/2005,0,47545.2,-47545.2
7/26/2005,0,63678,-63678
7/27/2005,0,87725,-87725
7/28/2005,0,35481.4,-35481.4
7/29/2005,0,34148.9,-34148.9
7/30/2005,0,32684.1,-32684.1
7/31/2005,0,109876,-109876
8/1/2005,0,38993.4,-38993.4
8/2/2005,0,36632.8,-36632.8
8/3/2005,0,33585.9,-33585.9
8/4/2005,0,30772.2,-30772.2
8/5/2005,0,49245.1,-49245.1
8/6/2005,0,29815.9,-29815.9
8/7/2005,0,28363.7,-28363.7
8/8/2005,0,243018,-243018
8/9/2005,0,44058.3,-44058.3
8/10/2005,0,41185.7,-41185.7
8/11/2005,0,38629.9,-38629.9
8/12/2005,0,235446,-235446
8/13/2005,0,375086,-375086
8/14/2005,0,258983,-258983
8/15/2005,0,133036,-133036
8/16/2005,0,162322,-162322
8/17/2005,0,97254,-97254
8/18/2005,0,79987.9,-79987.9
8/19/2005,0,67547.3,-67547.3
8/20/2005,0,55734.2,-55734.2
8/21/2005,0,42509.7,-42509.7
8/22/2005,0,35240.4,-35240.4
8/23/2005,0,31242.2,-31242.2
8/24/2005,0,28658.8,-28658.8
8/25/2005,0,27005.8,-27005.8
8/26/2005,0,25868.2,-25868.2
8/27/2005,0,27640.6,-27640.6
8/28/2005,0,39070,-39070
8/29/2005,0,38671,-38671
8/30/2005,0,542643,-542643
8/31/2005,0,428543,-428543
9/1/2005,0,109799,-109799
9/2/2005,0,123582,-123582
9/3/2005,0,126294,-126294
9/4/2005,0,119666,-119666
9/5/2005,0,106553,-106553
9/6/2005,0,91797,-91797
9/7/2005,0,67144,-67144
9/8/2005,0,49827.3,-49827.3
9/9/2005,0,39921.9,-39921.9
9/10/2005,0,34139.5,-34139.5
9/11/2005,0,30616.5,-30616.5
9/12/2005,0,28321.1,-28321.1
9/13/2005,0,26730.5,-26730.5
9/14/2005,0,39175.1,-39175.1
9/15/2005,0,32892.2,-32892.2
9/16/2005,0,44330,-44330
9/17/2005,0,35599.7,-35599.7
9/18/2005,0,25727,-25727
9/19/2005,0,24997.2,-24997.2
9/20/2005,0,28334,-28334
9/21/2005,0,24071.4,-24071.4
9/22/2005,0,23381,-23381
9/23/2005,0,22733.4,-22733.4
9/24/2005,0,22104.1,-22104.1
9/25/2005,0,26812,-26812
9/26/2005,0,589441,-589441
9/27/2005,0,65585.1,-65585.1
9/28/2005,0,79046.2,-79046.2
9/29/2005,0,362390,-362390
9/30/2005,0,157257,-157257
10/1/2005,0,165994,-165994
10/2/2005,0,161085,-161085
10/3/2005,0,145711,-145711
10/4/2005,0,104913,-104913
10/5/2005,0,79040.7,-79040.7
10/6/2005,0,62031.2,-62031.2
10/7/2005,0,1831037,-1831040
10/8/2005,0,3471358,-3471360
10/9/2005,0,787768,-787768
10/10/2005,0,691744,-691744
10/11/2005,0,932544,-932544
10/12/2005,0,3230873,-3230870
10/13/2005,0,2700274,-2700270
10/14/2005,0,1761536,-1761540
10/15/2005,0,858218,-858218
10/16/2005,0,514192,-514192
10/17/2005,0,385822,-385822
10/18/2005,0,302402,-302402
10/19/2005,0,236716,-236716
10/20/2005,0,187446,-187446
10/21/2005,0,165880,-165880
10/22/2005,0,1418655,-1418660
10/23/2005,0,465351,-465351
10/24/2005,0,678121,-678121
10/25/2005,0,2033709,-2033710
10/26/2005,0,1046240,-1046240
10/27/2005,0,821065,-821065
10/28/2005,0,657068,-657068
10/29/2005,0,530867,-530867
10/30/2005,0,385233,-385233
10/31/2005,0,301372,-301372
11/1/2005,0,380714,-380714
11/2/2005,0,251212,-251212
11/3/2005,0,209669,-209669
11/4/2005,0,183964,-183964
11/5/2005,0,166586,-166586
11/6/2005,0,255944,-255944
11/7/2005,0,162625,-162625
11/8/2005,0,154073,-154073
11/9/2005,0,426530,-426530
11/10/2005,0,204602,-204602
11/11/2005,0,195069,-195069
11/12/2005,0,190455,-190455
11/13/2005,0,184645,-184645
11/14/2005,0,173775,-173775
11/15/2005,0,427800,-427800
11/16/2005,0,1123335,-1123340
11/17/2005,0,434341,-434341
11/18/2005,0,395183,-395183
11/19/2005,0,356294,-356294
11/20/2005,0,318819,-318819
11/21/2005,0,328062,-328062
11/22/2005,0,401808,-401808
11/23/2005,0,291784,-291784
11/24/2005,0,236808,-236808
11/25/2005,0,202236,-202236
11/26/2005,0,178681,-178681
11/27/2005,0,161795,-161795
11/28/2005,0,148316,-148316
11/29/2005,0,1598975,-1598980
11/30/2005,0,477523,-477523
12/1/2005,0,495862,-495862
12/2/2005,0,433450,-433450
12/3/2005,0,383134,-383134
12/4/2005,0,350195,-350195
12/5/2005,0,317280,-317280
12/6/2005,0,286871,-286871
12/7/2005,0,228296,-228296
12/8/2005,0,191603,-191603
12/9/2005,0,167030,-167030
12/10/2005,0,149699,-149699
12/11/2005,0,137065,-137065
12/12/2005,0,127480,-127480
12/13/2005,0,120066,-120066
12/14/2005,0,114219,-114219
12/15/2005,0,109243,-109243
12/16/2005,0,114210,-114210
12/17/2005,0,100870,-100870
12/18/2005,0,97102.2,-97102.2
12/19/2005,0,93662.6,-93662.6
12/20/2005,0,90500.1,-90500.1
