GRanD_ID,GRanD_NAME,GRanD_CAP_MCM,GRanD_MEANFLOW_CUMECS,Obs_MEANFLOW_CUMECS,fit,match,NORhi_alpha,NORhi_beta,NORhi_max,NORhi_min,NORhi_mu,NORlo_alpha,NORlo_beta,NORlo_max,NORlo_min,NORlo_mu,Release_alpha1,Release_alpha2,Release_beta1,Release_beta2,Release_c,Release_max,Release_min,Release_p1,Release_p2
161,East Park,62.4,3.837,NA,storage_only,158,5.65,-1.01,98.56,-Inf,95.31,42.72,-1.94,Inf,16.51,31.04,0.4308,0.0289,-0.3245,-0.1715,-1.019,1.393,-0.891,1.248,0.358
162,Lake Spaulding,92.2,7.194,NA,extrapolated,161,5.65,-1.01,98.56,-Inf,95.31,42.72,-1.94,Inf,16.51,31.04,0.4308,0.0289,-0.3245,-0.1715,-1.019,1.393,-0.891,1.248,0.358
163,Martis Creek Dam,25.2,1.591,0.73,full,NA,10.71,-8.98,Inf,4.18,12.05,0.06,0.01,Inf,3.78,3.84,0.8134,-0.2558,-0.1742,-0.2572,-0.156,-0.987,-1,1.087,0.769
164,Virginia Ranch,70.3,3.132,NA,extrapolated,141,7.31,-7.61,100,80.56,91.08,4.48,-4.68,Inf,-Inf,34.86,0.4308,0.0289,-0.3245,-0.1715,-1.019,1.393,-0.891,1.248,0.358
165,Donner Lake,12.7,0.78,1.672,full,NA,-9.45,-38.57,91.66,53.31,71.01,-8.56,-50.33,Inf,30.83,29.94,0.0743,0.0288,-0.4291,-0.0663,-0.131,1.241,-0.952,0,0.511
166,Lake Valley,10,0.282,NA,storage_only,158,9.02,-12.53,97.08,-Inf,85.84,-10.65,-26.54,Inf,28.31,39.85,0.4308,0.0289,-0.3245,-0.1715,-1.019,1.393,-0.891,1.248,0.358
167,Scotts Flat,60.4,1.142,NA,extrapolated,141,7.31,-7.61,100,80.56,91.08,4.48,-4.68,Inf,-Inf,34.86,0.4308,0.0289,-0.3245,-0.1715,-1.019,1.393,-0.891,1.248,0.358
168,Harry L. Englebright Dam,86.3,66.756,82.879,full,NA,2,0.44,100,-Inf,98.77,0.2,-1.69,91.56,88.25,89.94,0.2878,0.0143,-0.1644,0.0337,-0.173,-0.074,-0.775,0.33,0.834
169,Coyote Valley Dam,191.8,6.548,7.183,full,NA,4.25,-6.27,Inf,-Inf,55.62,5.76,-7.17,Inf,-Inf,27.02,0.4996,0.3703,0.663,0.3023,-1.307,2.539,-1,0.995,0.534
170,Lake Tahoe,902.9,18.851,NA,extrapolated,527,3.04,-1.49,Inf,-Inf,68.06,6.54,-0.24,Inf,-Inf,10.85,-0.1843,0.1128,-0.6398,0.1504,0,0.681,-1,0,0
171,Rollins,81.4,6.692,NA,extrapolated,132,9.01,-8.36,99.85,-Inf,96.5,15.71,-10.94,Inf,32.78,46.58,0.1307,0.1386,-0.3237,0.0945,0,0.785,-0.74,0,0
172,L.L. Anderson,137.3,2.681,NA,storage_only,158,10.43,-13.62,98.07,-Inf,96.86,4.66,-21.33,Inf,37.78,41.59,0.4308,0.0289,-0.3245,-0.1715,-1.019,1.393,-0.891,1.248,0.358
173,Indian Valley,442.8,5.57,3.899,full,NA,5.51,-5.15,Inf,-Inf,72.31,6.56,-3.44,Inf,4.41,6.63,-0.4493,0.5106,-0.8702,-0.0573,0,2.776,-0.927,0,0
174,Lower Hell Hole,257.1,5.749,NA,storage_only,158,21.98,-11.79,96.47,73.14,95.19,9.04,-23.79,53.52,24.94,28.07,0.4308,0.0289,-0.3245,-0.1715,-1.019,1.393,-0.891,1.248,0.358
175,Camp Far West,128.9,14.828,NA,extrapolated,141,7.31,-7.61,100,80.56,91.08,4.48,-4.68,Inf,-Inf,34.86,0.4308,0.0289,-0.3245,-0.1715,-1.019,1.393,-0.891,1.248,0.358
176,Loon Lake,94.4,0.287,NA,storage_only,133,0.47,-24.68,96.44,73.33,72,-13.74,-44.38,Inf,32.27,21.41,-0.1166,0.2485,-0.3917,0.0041,0.024,0.748,-0.858,0.354,0.811
177,Mark Edson,24.7,0.722,NA,extrapolated,138,1.57,-7.05,Inf,72.67,78.19,2.7,-7.11,Inf,51.27,56.38,0.4308,0.0289,-0.3245,-0.1715,-1.019,1.393,-0.891,1.248,0.358
178,Union Valley,283.7,3.63,NA,storage_only,133,4.12,-6.81,99.74,-Inf,96.31,1.6,-17.69,Inf,-Inf,62.72,-0.1166,0.2485,-0.3917,0.0041,0.024,0.748,-0.858,0.354,0.811
179,Ice House,45.8,1.178,NA,storage_only,133,-1.09,-8.99,100,-Inf,95.64,-9.98,-16.37,Inf,-Inf,61.46,-0.1166,0.2485,-0.3917,0.0041,0.024,0.748,-0.858,0.354,0.811
180,Warm Springs Dam,553.8,9.132,8.113,full,NA,7.67,2.79,Inf,50.22,54.11,3.91,-3.13,Inf,-Inf,40.91,0.2577,0.4142,-0.0764,-0.3669,-1.706,2.536,-0.724,2.699,0.251
181,Sly Park,50.1,0.804,NA,extrapolated,190,0.75,-1.79,100,-Inf,98.81,3.51,-11.73,Inf,-Inf,80.37,0.3688,-0.1472,-0.1553,-0.0774,-0.528,0.664,-0.848,0.77,0.626
182,Folsom,1102.7,93.684,114.355,full,NA,0.54,-23.49,99.95,66.7,82.17,17.16,-21.21,Inf,24.82,33.37,0.3758,0.122,-0.0399,0.0769,-0.141,1.775,-0.767,0.213,0.669
183,Caples Lake,26.6,0.44,NA,storage_only,133,-5.94,-10.78,99.96,81.9,87.84,-7.54,-22.16,Inf,-Inf,52,-0.1166,0.2485,-0.3917,0.0041,0.024,0.748,-0.858,0.354,0.811
184,Lower Bear,66.6,1.48,NA,extrapolated,204,-2.47,-9.37,96.3,84,89.19,-4.82,-24.85,93.68,-Inf,82.35,0.3002,-0.0975,-0.1144,-0.1158,-0.221,0.607,-0.879,0.296,0.884
185,Monticello,1963.6,20.725,15.681,full,NA,6.27,-1.95,99.99,-Inf,97.07,6.52,-3.28,Inf,54.32,59.37,-0.0308,0.1475,-0.661,0.1967,-0.247,0.229,-0.919,0.231,0.188
186,Salt Springs,175,6.011,NA,storage_only,190,-2.92,-19.71,Inf,-Inf,76.95,-11.3,-34.5,Inf,7.38,17.9,0.3688,-0.1472,-0.1553,-0.0774,-0.528,0.664,-0.848,0.77,0.626
187,Conn Creek,38.2,1.787,NA,extrapolated,654,1.73,-4.24,Inf,-Inf,62.92,1.4,-1.69,Inf,-Inf,20.39,-0.573,0.6725,-0.7755,0.1083,-0.059,0.592,-0.978,0.09,0.404
188,Lake Curry,13.2,0.489,NA,extrapolated,662,0,0,Inf,-Inf,100,1.61,0.45,43.02,-Inf,41.57,-0.7816,0.1595,-0.2347,-0.5417,0,1.249,-0.943,0,0
189,Jackson Creek,27.1,1.802,NA,extrapolated,554,-1.48,-3.18,Inf,-Inf,95.01,6.85,-23.91,Inf,-Inf,43.63,-0.6835,0.6941,-0.803,0.0818,0,0.476,-0.99,0,0
190,Pardee,244.2,25.083,27.266,full,NA,0.75,-1.79,100,-Inf,98.81,3.51,-11.73,Inf,-Inf,80.37,0.3688,-0.1472,-0.1553,-0.0774,-0.528,0.664,-0.848,0.77,0.626
191,Camanche,514.5,26.117,21.54,full,NA,2.15,-8.37,Inf,-Inf,84.54,4.22,-4.32,Inf,-Inf,32.45,0.3425,-0.1166,-0.2918,-0.0414,-0.559,2.941,-0.707,0.745,0.481
192,Beardsley,120.6,11.443,16.493,full,NA,-0.64,-15.47,99.7,72.76,87.63,-7.2,-25.83,Inf,22.44,28.5,0.1139,-0.2498,-0.6644,0.4441,-0.366,-0.279,-0.903,0,0.7
193,New Hogan Dam,391.1,12.995,6.39,full,NA,6.06,-10.57,Inf,57.05,68.28,8.03,-4.02,Inf,-Inf,20.93,-0.0541,0.738,-0.3518,0.1937,-1.265,1.207,-0.907,1.72,0.329
194,Soulajule,13.2,0.823,NA,extrapolated,654,1.73,-4.24,Inf,-Inf,62.92,1.4,-1.69,Inf,-Inf,20.39,-0.573,0.6725,-0.7755,0.1083,-0.059,0.592,-0.978,0.09,0.404
195,Seeger,27.6,1.594,NA,extrapolated,662,0,0,Inf,-Inf,100,1.61,0.45,43.02,-Inf,41.57,-0.7816,0.1595,-0.2347,-0.5417,0,1.249,-0.943,0,0
196,Salt Springs Valley,13.4,0.545,NA,extrapolated,554,-1.48,-3.18,Inf,-Inf,95.01,6.85,-23.91,Inf,-Inf,43.63,-0.6835,0.6941,-0.803,0.0818,0,0.476,-0.99,0,0
197,Peters,40.6,1.047,NA,extrapolated,665,5.59,-3.48,Inf,-Inf,72.72,2.72,0.55,Inf,-Inf,26.14,-0.7816,0.1595,-0.2347,-0.5417,0,1.249,-0.943,0,0
198,New Melones,2985,41.524,45.99,full,NA,-0.42,-7.91,Inf,83.76,85.64,5.72,-1.9,Inf,18.12,22.57,0.1982,-0.078,-0.6336,-0.0176,0,1.249,-0.996,0,0
199,Jamestown Mines,14.9,0.009,NA,extrapolated,186,-2.92,-19.71,Inf,-Inf,76.95,-11.3,-34.5,Inf,7.38,17.9,0.3688,-0.1472,-0.1553,-0.0774,-0.528,0.664,-0.848,0.77,0.626
200,San Pablo,53.3,0.5,NA,extrapolated,665,5.59,-3.48,Inf,-Inf,72.72,2.72,0.55,Inf,-Inf,26.14,-0.7816,0.1595,-0.2347,-0.5417,0,1.249,-0.943,0,0
201,Alpine,11,0.316,NA,extrapolated,662,0,0,Inf,-Inf,100,1.61,0.45,43.02,-Inf,41.57,-0.7816,0.1595,-0.2347,-0.5417,0,1.249,-0.943,0,0
202,Briones,83.3,0.134,NA,extrapolated,662,0,0,Inf,-Inf,100,1.61,0.45,43.02,-Inf,41.57,-0.7816,0.1595,-0.2347,-0.5417,0,1.249,-0.943,0,0
203,Farmington Dam,64.1,3.146,4.811,full,NA,17.03,14,Inf,0.61,0,-0.06,-0.06,Inf,0,0,0.1371,0.278,-0.0588,0.1279,-0.257,2.205,-1,0.632,0.544
204,Tulloch,84.4,43.619,43.356,full,NA,-2.47,-9.37,96.3,84,89.19,-4.82,-24.85,93.68,-Inf,82.35,0.3002,-0.0975,-0.1144,-0.1158,-0.221,0.607,-0.879,0.296,0.884
205,Woodward,43.2,0.162,NA,extrapolated,554,-1.48,-3.18,Inf,-Inf,95.01,6.85,-23.91,Inf,-Inf,43.63,-0.6835,0.6941,-0.803,0.0818,0,0.476,-0.99,0,0
206,Clifton Court,35.8,2.976,NA,extrapolated,554,-1.48,-3.18,Inf,-Inf,95.01,6.85,-23.91,Inf,-Inf,43.63,-0.6835,0.6941,-0.803,0.0818,0,0.476,-0.99,0,0
207,Los Vaqueros,123.3,0.196,NA,extrapolated,548,-2.27,-22.54,99.98,76.88,84.48,-13.96,-81.48,Inf,6.62,0,-0.6464,0.4519,-1.1355,0.2284,0,0.959,-0.978,0,0
208,New San Leandro,51.8,0.428,NA,extrapolated,662,0,0,Inf,-Inf,100,1.61,0.45,43.02,-Inf,41.57,-0.7816,0.1595,-0.2347,-0.5417,0,1.249,-0.943,0,0
209,Chabot,12.7,0.54,NA,extrapolated,665,5.59,-3.48,Inf,-Inf,72.72,2.72,0.55,Inf,-Inf,26.14,-0.7816,0.1595,-0.2347,-0.5417,0,1.249,-0.943,0,0
210,Don Pedro,2504,57.604,68.712,full,NA,1.36,-6.61,Inf,-Inf,89.5,5.48,-4.85,Inf,-Inf,46.16,-0.0931,0.3233,-0.6386,-0.2155,-0.889,1.596,-0.961,1.099,0.361
211,Modesto Reservoir,35.8,0.187,NA,extrapolated,554,-1.48,-3.18,Inf,-Inf,95.01,6.85,-23.91,Inf,-Inf,43.63,-0.6835,0.6941,-0.803,0.0818,0,0.476,-0.99,0,0
212,Turlock Lake,56.2,0.206,NA,extrapolated,548,-2.27,-22.54,99.98,76.88,84.48,-13.96,-81.48,Inf,6.62,0,-0.6464,0.4519,-1.1355,0.2284,0,0.959,-0.978,0,0
213,Del Valle,95.1,1.358,NA,extrapolated,654,1.73,-4.24,Inf,-Inf,62.92,1.4,-1.69,Inf,-Inf,20.39,-0.573,0.6725,-0.7755,0.1083,-0.059,0.592,-0.978,0.09,0.404
214,Exchequer Main,1480.2,36.991,38.16,full,NA,0.35,-10.65,Inf,-Inf,68.23,2.59,-8.61,Inf,11.45,15.51,0.0682,-0.0308,-0.6992,-0.0628,-0.602,2.072,-0.937,0.934,0.151
215,San Andreas,23.5,0.076,NA,extrapolated,665,5.59,-3.48,Inf,-Inf,72.72,2.72,0.55,Inf,-Inf,26.14,-0.7816,0.1595,-0.2347,-0.5417,0,1.249,-0.943,0,0
216,James H. Turner,62.3,0.445,NA,extrapolated,665,5.59,-3.48,Inf,-Inf,72.72,2.72,0.55,Inf,-Inf,26.14,-0.7816,0.1595,-0.2347,-0.5417,0,1.249,-0.943,0,0
217,Lower Crystal Springs,71.4,0.444,NA,extrapolated,665,5.59,-3.48,Inf,-Inf,72.72,2.72,0.55,Inf,-Inf,26.14,-0.7816,0.1595,-0.2347,-0.5417,0,1.249,-0.943,0,0
218,McSwain,12.3,37.749,NA,extrapolated,544,-6.19,-32.45,Inf,61.93,64.17,-2.05,-10.49,Inf,-Inf,33.96,0.3002,-0.0975,-0.1144,-0.1158,-0.221,0.607,-0.879,0.296,0.884
219,Calaveras,123.3,1.056,NA,extrapolated,665,5.59,-3.48,Inf,-Inf,72.72,2.72,0.55,Inf,-Inf,26.14,-0.7816,0.1595,-0.2347,-0.5417,0,1.249,-0.943,0,0
220,James J. Lenihan,26.4,0.807,NA,extrapolated,654,1.73,-4.24,Inf,-Inf,62.92,1.4,-1.69,Inf,-Inf,20.39,-0.573,0.6725,-0.7755,0.1083,-0.059,0.592,-0.978,0.09,0.404
221,Calero,12.2,0.124,NA,extrapolated,654,1.73,-4.24,Inf,-Inf,62.92,1.4,-1.69,Inf,-Inf,20.39,-0.573,0.6725,-0.7755,0.1083,-0.059,0.592,-0.978,0.09,0.404
222,Leroy Anderson,112.6,2.327,NA,extrapolated,654,1.73,-4.24,Inf,-Inf,62.92,1.4,-1.69,Inf,-Inf,20.39,-0.573,0.6725,-0.7755,0.1083,-0.059,0.592,-0.978,0.09,0.404
223,Coyote,29.2,1.17,NA,extrapolated,654,1.73,-4.24,Inf,-Inf,62.92,1.4,-1.69,Inf,-Inf,20.39,-0.573,0.6725,-0.7755,0.1083,-0.059,0.592,-0.978,0.09,0.404
224,Newell,11.1,0.21,NA,extrapolated,620,0,0,Inf,-Inf,99.85,2.85,-3.16,Inf,-Inf,27.35,-0.2426,0.2994,0.1083,0.283,-0.208,0.453,-0.853,0.373,0.553
225,O'Neill Forebay Dike,79.9,0.701,NA,extrapolated,544,-6.19,-32.45,Inf,61.93,64.17,-2.05,-10.49,Inf,-Inf,33.96,0.3002,-0.0975,-0.1144,-0.1158,-0.221,0.607,-0.879,0.296,0.884
226,B.F. Sisk,2419.3,0.47,NA,extrapolated,544,-6.19,-32.45,Inf,61.93,64.17,-2.05,-10.49,Inf,-Inf,33.96,0.3002,-0.0975,-0.1144,-0.1158,-0.221,0.607,-0.879,0.296,0.884
227,Uvas,12.3,0.572,NA,extrapolated,620,0,0,Inf,-Inf,99.85,2.85,-3.16,Inf,-Inf,27.35,-0.2426,0.2994,0.1083,0.283,-0.208,0.453,-0.853,0.373,0.553
228,Los Banos Creek Detention Dam,32.4,0.761,NA,extrapolated,203,17.03,14,Inf,0.61,0,-0.06,-0.06,Inf,0,0,0.1371,0.278,-0.0588,0.1279,-0.257,2.205,-1,0.632,0.544
229,Hernandez,22.2,0.617,NA,extrapolated,620,0,0,Inf,-Inf,99.85,2.85,-3.16,Inf,-Inf,27.35,-0.2426,0.2994,0.1083,0.283,-0.208,0.453,-0.853,0.373,0.553
230,San Antonio,431.7,6.979,NA,extrapolated,620,0,0,Inf,-Inf,99.85,2.85,-3.16,Inf,-Inf,27.35,-0.2426,0.2994,0.1083,0.283,-0.208,0.453,-0.853,0.373,0.553
231,Nacimiento,431.7,7.104,NA,extrapolated,620,0,0,Inf,-Inf,99.85,2.85,-3.16,Inf,-Inf,27.35,-0.2426,0.2994,0.1083,0.283,-0.208,0.453,-0.853,0.373,0.553
232,Whale Rock,50.2,0.372,NA,extrapolated,620,0,0,Inf,-Inf,99.85,2.85,-3.16,Inf,-Inf,27.35,-0.2426,0.2994,0.1083,0.283,-0.208,0.453,-0.853,0.373,0.553
233,Salinas Dam,53.3,1.342,NA,extrapolated,620,0,0,Inf,-Inf,99.85,2.85,-3.16,Inf,-Inf,27.35,-0.2426,0.2994,0.1083,0.283,-0.208,0.453,-0.853,0.373,0.553
234,Lopez,64.8,0.916,NA,extrapolated,620,0,0,Inf,-Inf,99.85,2.85,-3.16,Inf,-Inf,27.35,-0.2426,0.2994,0.1083,0.283,-0.208,0.453,-0.853,0.373,0.553
250,Mica,25000,571.464,NA,extrapolated,311,1.26,-0.62,Inf,-Inf,96.2,14.99,-13.41,89.19,68.75,80.1,0.1682,-0.0134,-0.1618,0.1655,-0.007,0.631,-0.541,0,0.393
257,Revelstoke,5180,789.746,NA,extrapolated,311,1.26,-0.62,Inf,-Inf,96.2,14.99,-13.41,89.19,68.75,80.1,0.1682,-0.0134,-0.1618,0.1655,-0.007,0.631,-0.541,0,0.393
262,Coursier Lake,23.8,0.982,NA,extrapolated,294,14.13,-6.74,77.38,57.12,72.45,14.21,-17.07,Inf,31.71,44.92,0.1682,-0.0134,-0.1618,0.1655,-0.007,0.631,-0.541,0,0.393
265,Sugar Lake,161,23.375,NA,extrapolated,311,1.26,-0.62,Inf,-Inf,96.2,14.99,-13.41,89.19,68.75,80.1,0.1682,-0.0134,-0.1618,0.1655,-0.007,0.631,-0.541,0,0.393
268,Duncan,1730,73.207,NA,extrapolated,311,1.26,-0.62,Inf,-Inf,96.2,14.99,-13.41,89.19,68.75,80.1,0.1682,-0.0134,-0.1618,0.1655,-0.007,0.631,-0.541,0,0.393
273,Whatshan,114.7,8.305,NA,extrapolated,311,1.26,-0.62,Inf,-Inf,96.2,14.99,-13.41,89.19,68.75,80.1,0.1682,-0.0134,-0.1618,0.1655,-0.007,0.631,-0.541,0,0.393
274,Brenda,140,0.041,NA,extrapolated,294,14.13,-6.74,77.38,57.12,72.45,14.21,-17.07,Inf,31.71,44.92,0.1682,-0.0134,-0.1618,0.1655,-0.007,0.631,-0.541,0,0.393
279,Corra-Linn,1010,751.282,NA,extrapolated,294,14.13,-6.74,77.38,57.12,72.45,14.21,-17.07,Inf,31.71,44.92,0.1682,-0.0134,-0.1618,0.1655,-0.007,0.631,-0.541,0,0.393
282,Hugh Keenleyside,11300,1128.258,NA,extrapolated,310,-7.19,2.24,99.21,-Inf,94.32,-63.56,9.27,85.47,-Inf,79.07,0.1682,-0.0134,-0.1618,0.1655,-0.007,0.631,-0.541,0,0.393
283,Brilliant,42.8,841.423,NA,extrapolated,294,14.13,-6.74,77.38,57.12,72.45,14.21,-17.07,Inf,31.71,44.92,0.1682,-0.0134,-0.1618,0.1655,-0.007,0.631,-0.541,0,0.393
286,Val Marie,12.3,0.367,NA,extrapolated,292,8.93,-8.8,Inf,-Inf,80.72,-5.48,-45.21,Inf,17.18,0,-0.3762,0.3496,-1.2104,-0.1142,0,2.165,-1,0,0
287,Seven Mile,104,846.751,NA,extrapolated,294,14.13,-6.74,77.38,57.12,72.45,14.21,-17.07,Inf,31.71,44.92,0.1682,-0.0134,-0.1618,0.1655,-0.007,0.631,-0.541,0,0.393
288,Morrison,39.5,0.162,NA,extrapolated,740,-1.51,-6.42,Inf,59.68,63.36,-0.55,-0.82,2.69,-Inf,2.44,-0.1192,0.0627,0.1063,-0.1201,0,-0.35,-0.945,0,0
289,Waneta,37.6,850.089,NA,extrapolated,294,14.13,-6.74,77.38,57.12,72.45,14.21,-17.07,Inf,31.71,44.92,0.1682,-0.0134,-0.1618,0.1655,-0.007,0.631,-0.541,0,0.393
290,Boundary,117.2,817.058,NA,extrapolated,316,-29.64,-15.71,66.57,27.77,61.05,-42.66,-18.18,58.75,6.43,43.5,-0.113,0.1251,1.6077,0.6736,0,20.34,1.576,0,0
291,Osoyoos Lake Control Dam,67.8,34.776,NA,extrapolated,294,14.13,-6.74,77.38,57.12,72.45,14.21,-17.07,Inf,31.71,44.92,0.1682,-0.0134,-0.1618,0.1655,-0.007,0.631,-0.541,0,0.393
292,Lake Sherburne,79.9,1.638,5.522,full,NA,8.93,-8.8,Inf,-Inf,80.72,-5.48,-45.21,Inf,17.18,0,-0.3762,0.3496,-1.2104,-0.1142,0,2.165,-1,0,0
293,Fresno,126.9,0.227,9.725,full,NA,13.36,-20.39,98.67,66.36,78.71,-2.8,-6.24,Inf,-Inf,21.56,-0.1408,0.1487,-1.2234,0.3793,0,2.054,-0.901,0,0
294,Conconully,17.4,1.444,NA,storage_only,310,14.13,-6.74,77.38,57.12,72.45,14.21,-17.07,Inf,31.71,44.92,0.1682,-0.0134,-0.1618,0.1655,-0.007,0.631,-0.541,0,0.393
295,Nelson Dike,97.7,0.055,2.175,full,NA,-2.4,-5.37,98.06,-Inf,94.73,3.9,-12.41,Inf,38.05,38.7,-0.3954,0.3239,-1.315,0.5602,0,3.316,-1,0,0
296,Lower Two Medicine,31,2.301,NA,extrapolated,320,2.47,-3.93,Inf,-Inf,75.92,8.6,-51.21,Inf,16.56,0,-0.5757,0.8143,-1.6238,0.8009,0,6.011,-1,0,0
297,Libby,7434.2,318.897,318.938,full,NA,-20.77,-10.32,79.37,53.74,69.48,-38.38,-2.73,63.78,13.63,50.65,0.0019,-0.1561,-0.0756,0.4067,0,1.22,-0.645,0,0
298,Four Horns,37,0.206,NA,extrapolated,320,2.47,-3.93,Inf,-Inf,75.92,8.6,-51.21,Inf,16.56,0,-0.5757,0.8143,-1.6238,0.8009,0,6.011,-1,0,0
299,Hungry Horse,3678.3,83.21,112.717,full,NA,0,0,Inf,-Inf,99.92,-39.06,-5.47,96.75,61.08,90.11,0.1,0.0096,-0.231,0.0667,0,1.31,-0.799,0,0
300,Tiber Dike,1757.1,30.288,20.874,full,NA,-5.01,-13.25,Inf,59.27,60.4,-2.5,-2.84,Inf,-Inf,50.4,-0.1285,0.0675,-0.3802,0.191,-0.633,1.689,-0.573,1.292,0.14
301,Lake Frances East Dam,164.1,0.092,NA,extrapolated,334,-0.72,-2.66,20.58,-Inf,19.65,0.4,-5.7,Inf,11.37,11.77,-0.1285,0.0675,-0.3802,0.191,-0.633,1.689,-0.573,1.292,0.14
302,Twin Lakes,23.4,0.218,NA,extrapolated,294,14.13,-6.74,77.38,57.12,72.45,14.21,-17.07,Inf,31.71,44.92,0.1682,-0.0134,-0.1618,0.1655,-0.007,0.631,-0.541,0,0.393
303,Davis Lake Dam,15.6,0.608,NA,extrapolated,345,16.14,-39.76,99.11,40.8,56.94,19.3,-72.87,Inf,9.93,0,0.1,0.0096,-0.231,0.0667,0,1.31,-0.799,0,0
304,Ashley,34,1.346,NA,extrapolated,345,16.14,-39.76,99.11,40.8,56.94,19.3,-72.87,Inf,9.93,0,0.1,0.0096,-0.231,0.0667,0,1.31,-0.799,0,0
305,Albeni Falls,1424.7,765.94,721.109,full,NA,-14.57,-21.69,99.98,77.26,86.79,-99.81,-79.15,100,28.49,0,0.2061,-0.1947,-0.7253,0.4609,0.111,0.482,-0.618,0,0.299
306,Swift Dike,41.9,2.166,3.091,full,NA,6.95,-22.11,Inf,-Inf,59.19,7.03,-8.02,Inf,-Inf,29.79,-0.5334,-0.1692,-1.9758,-0.0459,0.058,2.139,-1,0.237,0.865
307,Fort Peck Dam,23560,306.445,265.435,full,NA,-3.12,-6.45,Inf,80.82,86.98,-1.28,-1.05,Inf,45.7,47.22,-0.0518,0.0899,-0.0777,0.092,-0.434,0.643,-0.563,0.486,0.04
308,Bynum Reservoir Dam,132,0.475,NA,extrapolated,306,6.95,-22.11,Inf,-Inf,59.19,7.03,-8.02,Inf,-Inf,29.79,-0.5334,-0.1692,-1.9758,-0.0459,0.058,2.139,-1,0.237,0.865
309,Noxon Rapids,493.4,658.332,NA,extrapolated,316,-29.64,-15.71,66.57,27.77,61.05,-42.66,-18.18,58.75,6.43,43.5,-0.113,0.1251,1.6077,0.6736,0,20.34,1.576,0,0
310,Grand Coulee,6395.6,3166.706,3165.946,full,NA,-7.19,2.24,99.21,-Inf,94.32,-63.56,9.27,85.47,-Inf,79.07,0.1682,-0.0134,-0.1618,0.1655,-0.007,0.631,-0.541,0,0.393
311,Dry Falls,881.9,2.011,NA,storage_only,310,1.26,-0.62,Inf,-Inf,96.2,14.99,-13.41,89.19,68.75,80.1,0.1682,-0.0134,-0.1618,0.1655,-0.007,0.631,-0.541,0,0.393
312,Hubbart,19.5,3.243,NA,extrapolated,345,16.14,-39.76,99.11,40.8,56.94,19.3,-72.87,Inf,9.93,0,0.1,0.0096,-0.231,0.0667,0,1.31,-0.799,0,0
313,Long Lake,129.6,224.35,NA,extrapolated,316,-29.64,-15.71,66.57,27.77,61.05,-42.66,-18.18,58.75,6.43,43.5,-0.113,0.1251,1.6077,0.6736,0,20.34,1.576,0,0
314,Newman Lake Flood Control Dam,13.9,1.042,NA,extrapolated,345,16.14,-39.76,99.11,40.8,56.94,19.3,-72.87,Inf,9.93,0,0.1,0.0096,-0.231,0.0667,0,1.31,-0.799,0,0
315,Post Falls Middle Channel,277.5,165.261,NA,extrapolated,316,-29.64,-15.71,66.57,27.77,61.05,-42.66,-18.18,58.75,6.43,43.5,-0.113,0.1251,1.6077,0.6736,0,20.34,1.576,0,0
316,Kerr,2209.2,315.773,39.94,full,NA,-29.64,-15.71,66.57,27.77,61.05,-42.66,-18.18,58.75,6.43,43.5,-0.113,0.1251,1.6077,0.6736,0,20.34,1.576,0,0
317,Pishkun Dike 1,57.6,0.048,9.701,full,NA,-0.88,-28.15,98.38,79.58,84.11,14,-66.9,81.51,35.35,13.99,-0.3388,0.2821,-1.7288,1.0436,0,3.414,-1,0,0
318,Pablo,36.5,0.134,NA,extrapolated,345,16.14,-39.76,99.11,40.8,56.94,19.3,-72.87,Inf,9.93,0,0.1,0.0096,-0.231,0.0667,0,1.31,-0.799,0,0
319,Gibson,122.2,12.921,20.028,full,NA,16.53,-56.4,99.34,45.38,42.95,16.96,-52.55,Inf,9.4,0,0.1845,-0.2839,-1.5039,0.8253,0.067,1.389,-0.928,0,0.307
320,Willow Creek,49.1,1.209,0.646,full,NA,2.47,-3.93,Inf,-Inf,75.92,8.6,-51.21,Inf,16.56,0,-0.5757,0.8143,-1.6238,0.8009,0,6.011,-1,0,0
321,Crow,12.8,6.278,NA,extrapolated,345,16.14,-39.76,99.11,40.8,56.94,19.3,-72.87,Inf,9.93,0,0.1,0.0096,-0.231,0.0667,0,1.31,-0.799,0,0
322,Nilan East Dam,19.2,0.08,NA,extrapolated,306,6.95,-22.11,Inf,-Inf,59.19,7.03,-8.02,Inf,-Inf,29.79,-0.5334,-0.1692,-1.9758,-0.0459,0.058,2.139,-1,0.237,0.865
323,Pinto,26.1,1.404,NA,extrapolated,294,14.13,-6.74,77.38,57.12,72.45,14.21,-17.07,Inf,31.71,44.92,0.1682,-0.0134,-0.1618,0.1655,-0.007,0.631,-0.541,0,0.393
324,Ninepipe,18.7,0.839,NA,extrapolated,345,16.14,-39.76,99.11,40.8,56.94,19.3,-72.87,Inf,9.93,0,0.1,0.0096,-0.231,0.0667,0,1.31,-0.799,0,0
325,Tabor,28.7,0.247,NA,extrapolated,345,16.14,-39.76,99.11,40.8,56.94,19.3,-72.87,Inf,9.93,0,0.1,0.0096,-0.231,0.0667,0,1.31,-0.799,0,0
326,Warhorse Dam,26.8,0.003,NA,extrapolated,307,-3.12,-6.45,Inf,80.82,86.98,-1.28,-1.05,Inf,45.7,47.22,-0.0518,0.0899,-0.0777,0.092,-0.434,0.643,-0.563,0.486,0.04
